,Casualty Severity
1395,Slight
1396,Slight
1397,Assistance
1398,Slight
1399,Slight
1400,Slight
1401,Slight
1402,Slight
1403,Slight
1404,Slight
1405,Slight
1406,Slight
1407,Assistance
1408,Slight
1409,Slight
1410,Assistance
1411,Assistance
1412,Slight
1413,Assistance
1414,Assistance
1415,Assistance
1416,Slight
1417,Slight
1418,Slight
1419,Slight
1420,Slight
1421,Slight
1422,Slight
1423,Slight
1424,Slight
1425,Slight
1426,Slight
1427,Slight
1428,Slight
1429,Assistance
1430,Slight
1431,Slight
1432,Assistance
1433,Assistance
1434,Slight
1435,Slight
1436,Slight
1437,Slight
1438,Assistance
1439,Slight
1440,Slight
1441,Slight
1442,Slight
1443,Assistance
1444,Assistance
1445,Slight
1446,Slight
1447,Slight
1448,Slight
1449,Slight
1450,Slight
1451,Slight
1452,Slight
1453,Slight
1454,Assistance
1455,Assistance
1456,Slight
1457,Slight
1458,Slight
1459,Slight
1460,Slight
1461,Assistance
1462,Slight
1463,Assistance
1464,Assistance
1465,Slight
1466,Assistance
1467,Slight
1468,Slight
1469,Slight
1470,Slight
1471,Slight
1472,Slight
1473,Slight
1474,Assistance
1475,Slight
1476,Slight
1477,Slight
1478,Assistance
1479,Slight
1480,Slight
1481,Slight
1482,Slight
1483,Slight
1484,Slight
1485,Slight
1486,Slight
1487,Slight
1488,Assistance
1489,Assistance
1490,Slight
1491,Slight
1492,Slight
1493,Slight
1494,Slight
1495,Slight
1496,Assistance
1497,Assistance
1498,Assistance
1499,Assistance
1500,Slight
1501,Slight
1502,Slight
1503,Assistance
1504,Slight
1505,Slight
1506,Slight
1507,Assistance
1508,Slight
1509,Slight
1510,Assistance
1511,Assistance
1512,Slight
1513,Assistance
1514,Slight
1515,Assistance
1516,Assistance
1517,Slight
1518,Slight
1519,Slight
1520,Slight
1521,Slight
1522,Slight
1523,Assistance
1524,Slight
1525,Slight
1526,Slight
1527,Slight
1528,Assistance
1529,Slight
1530,Slight
1531,Slight
1532,Slight
1533,Assistance
1534,Assistance
1535,Assistance
1536,Slight
1537,Slight
1538,Assistance
1539,Assistance
1540,Assistance
1541,Slight
1542,Slight
1543,Assistance
1544,Assistance
1545,Slight
1546,Slight
1547,Slight
1548,Slight
1549,Assistance
1550,Slight
1551,Slight
1552,Slight
1553,Assistance
1554,Assistance
1555,Slight
1556,Assistance
1557,Slight
1558,Slight
1559,Slight
1560,Slight
1561,Assistance
1562,Slight
1563,Slight
1564,Slight
1565,Slight
1566,Slight
1567,Assistance
1568,Slight
1569,Slight
1570,Slight
1571,Slight
1572,Assistance
1573,Assistance
1574,Slight
1575,Slight
1576,Slight
1577,Assistance
1578,Slight
1579,Slight
1580,Slight
1581,Slight
1582,Assistance
1583,Assistance
1584,Slight
1585,Slight
1586,Slight
1587,Slight
1588,Assistance
1589,Slight
1590,Assistance
1591,Slight
1592,Slight
1593,Slight
1594,Assistance
1595,Assistance
1596,Slight
1597,Assistance
1598,Slight
1599,Slight
1600,Assistance
1601,Slight
1602,Assistance
1603,Assistance
1604,Slight
1605,Slight
1606,Assistance
1607,Slight
1608,Slight
1609,Slight
1610,Slight
1611,Slight
1612,Slight
1613,Slight
1614,Slight
1615,Assistance
1616,Slight
1617,Slight
1618,Assistance
1619,Slight
1620,Slight
1621,Assistance
1622,Slight
1623,Slight
1624,Assistance
1625,Slight
1626,Slight
1627,Slight
1628,Slight
1629,Assistance
1630,Slight
1631,Slight
1632,Assistance
1633,Slight
1634,Assistance
1635,Assistance
1636,Slight
1637,Slight
1638,Slight
1639,Assistance
1640,Slight
1641,Assistance
1642,Assistance
1643,Slight
1644,Slight
1645,Slight
1646,Slight
1647,Slight
1648,Slight
1649,Slight
1650,Slight
1651,Slight
1652,Slight
1653,Slight
1654,Slight
1655,Slight
1656,Assistance
1657,Slight
1658,Slight
1659,Slight
1660,Slight
1661,Assistance
1662,Slight
1663,Slight
1664,Assistance
1665,Slight
1666,Assistance
1667,Slight
1668,Slight
1669,Slight
1670,Slight
1671,Slight
1672,Slight
1673,Slight
1674,Assistance
1675,Assistance
1676,Slight
1677,Slight
1678,Slight
1679,Slight
1680,Slight
1681,Slight
1682,Slight
1683,Assistance
1684,Slight
1685,Slight
1686,Slight
1687,Slight
1688,Slight
1689,Slight
1690,Slight
1691,Slight
1692,Assistance
1693,Slight
1694,Slight
1695,Slight
1696,Slight
1697,Slight
1698,Slight
1699,Slight
1700,Slight
1701,Slight
1702,Assistance
1703,Slight
1704,Slight
1705,Slight
1706,Slight
1707,Slight
1708,Assistance
1709,Assistance
1710,Assistance
1711,Slight
1712,Slight
1713,Slight
1714,Slight
1715,Slight
1716,Slight
1717,Slight
1718,Slight
1719,Slight
1720,Slight
1721,Slight
1722,Slight
1723,Assistance
1724,Slight
1725,Slight
1726,Slight
1727,Slight
1728,Slight
1729,Assistance
1730,Slight
1731,Assistance
1732,Slight
1733,Slight
1734,Slight
1735,Slight
1736,Slight
1737,Slight
1738,Slight
1739,Assistance
1740,Slight
1741,Assistance
1742,Slight
1743,Slight
1744,Assistance
1745,Slight
1746,Assistance
1747,Assistance
1748,Slight
1749,Slight
1750,Assistance
1751,Assistance
1752,Slight
1753,Slight
1754,Slight
1755,Slight
1756,Assistance
1757,Slight
1758,Slight
1759,Slight
1760,Assistance
1761,Assistance
1762,Slight
1763,Slight
1764,Slight
1765,Assistance
1766,Assistance
1767,Assistance
1768,Slight
1769,Assistance
1770,Slight
1771,Slight
1772,Assistance
1773,Slight
1774,Slight
1775,Slight
1776,Slight
1777,Slight
1778,Assistance
1779,Assistance
1780,Slight
1781,Slight
1782,Slight
1783,Slight
1784,Assistance
1785,Slight
1786,Assistance
1787,Slight
1788,Slight
1789,Slight
1790,Assistance
1791,Slight
1792,Slight
1793,Slight
1794,Slight
1795,Slight
1796,Assistance
1797,Slight
1798,Slight
1799,Assistance
1800,Slight
1801,Slight
1802,Slight
1803,Slight
1804,Slight
1805,Slight
1806,Slight
1807,Slight
1808,Slight
1809,Assistance
1810,Assistance
1811,Slight
1812,Slight
1813,Slight
1814,Slight
1815,Slight
1816,Slight
1817,Slight
1818,Slight
1819,Slight
1820,Slight
1821,Slight
1822,Slight
1823,Slight
1824,Slight
1825,Slight
1826,Slight
1827,Slight
1828,Slight
1829,Slight
1830,Slight
1831,Assistance
1832,Slight
1833,Assistance
1834,Assistance
1835,Slight
1836,Slight
1837,Slight
1838,Slight
1839,Slight
1840,Slight
1841,Slight
1842,Slight
1843,Assistance
1844,Slight
1845,Assistance
1846,Assistance
1847,Slight
1848,Slight
1849,Slight
1850,Slight
1851,Slight
1852,Assistance
1853,Slight
1854,Assistance
1855,Slight
1856,Slight
1857,Slight
1858,Slight
1859,Slight
1860,Slight
1861,Slight
1862,Slight
1863,Slight
1864,Slight
1865,Slight
1866,Slight
1867,Slight
1868,Slight
1869,Slight
1870,Slight
1871,Slight
1872,Slight
1873,Slight
1874,Slight
1875,Slight
1876,Slight
1877,Slight
1878,Slight
1879,Slight
1880,Slight
1881,Assistance
1882,Slight
1883,Assistance
1884,Slight
1885,Slight
1886,Slight
1887,Slight
1888,Slight
1889,Slight
1890,Slight
1891,Slight
1892,Slight
1893,Slight
1894,Slight
1895,Slight
1896,Slight
1897,Slight
1898,Slight
1899,Assistance
1900,Assistance
1901,Slight
1902,Slight
1903,Slight
1904,Slight
1905,Slight
1906,Slight
1907,Slight
1908,Slight
1909,Slight
1910,Slight
1911,Assistance
1912,Assistance
1913,Slight
1914,Slight
1915,Assistance
1916,Slight
1917,Slight
1918,Slight
1919,Assistance
1920,Slight
1921,Slight
1922,Slight
1923,Slight
1924,Slight
1925,Slight
1926,Slight
1927,Assistance
1928,Slight
1929,Slight
1930,Slight
1931,Slight
1932,Slight
1933,Slight
1934,Assistance
1935,Slight
1936,Slight
1937,Slight
1938,Slight
1939,Slight
1940,Slight
1941,Assistance
1942,Slight
1943,Slight
1944,Slight
1945,Slight
1946,Assistance
1947,Assistance
1948,Slight
1949,Slight
1950,Slight
1951,Assistance
1952,Assistance
1953,Slight
1954,Slight
1955,Slight
1956,Slight
1957,Slight
1958,Slight
1959,Slight
1960,Slight
1961,Assistance
1962,Slight
1963,Slight
1964,Assistance
1965,Assistance
1966,Slight
1967,Slight
1968,Slight
1969,Slight
1970,Assistance
1971,Slight
1972,Assistance
1973,Slight
1974,Slight
1975,Assistance
1976,Slight
1977,Slight
1978,Slight
1979,Assistance
1980,Assistance
1981,Slight
1982,Slight
1983,Slight
1984,Slight
1985,Assistance
1986,Slight
1987,Slight
1988,Slight
1989,Slight
1990,Assistance
1991,Slight
1992,Slight
1993,Slight
1994,Slight
1995,Assistance
1996,Slight
1997,Slight
1998,Slight
1999,Slight
2000,Slight
2001,Slight
2002,Slight
2003,Slight
2004,Slight
2005,Slight
2006,Assistance
2007,Slight
2008,Assistance
2009,Slight
2010,Slight
2011,Slight
2012,Slight
2013,Slight
2014,Slight
2015,Assistance
2016,Assistance
2017,Slight
2018,Slight
2019,Slight
2020,Slight
2021,Slight
2022,Assistance
2023,Slight
2024,Slight
2025,Slight
2026,Slight
2027,Slight
2028,Slight
2029,Slight
2030,Assistance
2031,Slight
2032,Slight
2033,Slight
2034,Slight
2035,Slight
2036,Slight
2037,Slight
2038,Assistance
2039,Assistance
2040,Slight
2041,Assistance
2042,Slight
2043,Slight
2044,Slight
2045,Slight
2046,Slight
2047,Slight
2048,Slight
2049,Slight
2050,Assistance
2051,Assistance
2052,Assistance
2053,Slight
2054,Slight
2055,Assistance
2056,Slight
2057,Slight
2058,Slight
2059,Slight
2060,Assistance
2061,Slight
2062,Assistance
2063,Slight
2064,Slight
2065,Slight
2066,Slight
