,Casualty Severity
391,Assistance
392,Slight
393,Slight
394,Assistance
395,Slight
396,Slight
397,Slight
398,Slight
399,Slight
400,Slight
401,Slight
402,Assistance
403,Slight
404,Slight
405,Slight
406,Slight
407,Assistance
408,Slight
409,Slight
410,Slight
411,Slight
412,Slight
413,Slight
414,Slight
415,Assistance
416,Slight
417,Slight
418,Slight
419,Assistance
420,Slight
421,Slight
422,Slight
423,Slight
424,Slight
425,Slight
426,Slight
427,Slight
428,Slight
429,Slight
430,Assistance
431,Slight
432,Slight
433,Assistance
434,Slight
435,Slight
436,Slight
437,Slight
438,Slight
439,Slight
440,Assistance
441,Assistance
442,Assistance
443,Slight
444,Slight
445,Assistance
446,Slight
447,Slight
448,Slight
449,Slight
450,Assistance
451,Slight
452,Slight
453,Slight
454,Assistance
455,Slight
456,Slight
457,Slight
458,Slight
459,Slight
460,Slight
461,Slight
462,Assistance
463,Slight
464,Assistance
465,Slight
466,Slight
467,Slight
468,Slight
469,Slight
470,Slight
471,Assistance
472,Slight
473,Assistance
474,Assistance
475,Slight
476,Slight
477,Slight
478,Slight
479,Assistance
480,Slight
481,Slight
482,Slight
483,Slight
484,Slight
485,Slight
486,Assistance
487,Slight
488,Assistance
489,Slight
490,Slight
491,Assistance
492,Slight
493,Slight
494,Assistance
495,Slight
496,Assistance
497,Slight
498,Slight
499,Assistance
500,Assistance
501,Slight
502,Assistance
503,Slight
504,Slight
505,Slight
506,Slight
507,Assistance
508,Slight
509,Slight
510,Slight
511,Slight
512,Slight
513,Assistance
514,Assistance
515,Slight
516,Assistance
517,Assistance
518,Assistance
519,Slight
520,Slight
521,Assistance
522,Slight
523,Slight
524,Slight
525,Assistance
526,Slight
527,Slight
528,Slight
529,Slight
530,Slight
531,Slight
532,Slight
533,Assistance
534,Slight
535,Slight
536,Slight
537,Slight
538,Assistance
539,Slight
540,Assistance
541,Slight
542,Slight
543,Slight
544,Slight
545,Slight
546,Assistance
547,Assistance
548,Slight
549,Assistance
550,Slight
551,Slight
552,Assistance
553,Assistance
554,Slight
555,Slight
556,Slight
557,Slight
558,Slight
559,Slight
560,Slight
561,Assistance
562,Slight
563,Slight
564,Assistance
565,Slight
566,Slight
567,Assistance
568,Assistance
569,Slight
570,Assistance
571,Slight
572,Slight
573,Slight
574,Slight
575,Assistance
576,Slight
577,Slight
578,Assistance
579,Slight
580,Slight
581,Slight
582,Slight
583,Slight
584,Slight
585,Slight
586,Slight
587,Assistance
588,Slight
589,Slight
590,Slight
591,Slight
592,Slight
593,Slight
594,Slight
595,Slight
596,Slight
597,Slight
598,Slight
599,Assistance
600,Slight
601,Slight
602,Slight
603,Assistance
604,Slight
605,Slight
606,Assistance
607,Assistance
608,Slight
609,Assistance
610,Slight
611,Slight
612,Slight
613,Slight
614,Slight
615,Slight
616,Assistance
617,Slight
618,Assistance
619,Slight
620,Slight
621,Assistance
622,Slight
623,Assistance
624,Slight
625,Slight
626,Slight
627,Slight
628,Slight
629,Slight
630,Slight
631,Slight
632,Slight
633,Slight
634,Slight
635,Slight
636,Slight
637,Assistance
638,Slight
639,Assistance
640,Slight
641,Assistance
642,Slight
643,Slight
644,Slight
645,Slight
646,Assistance
647,Slight
648,Slight
649,Assistance
650,Slight
651,Slight
652,Slight
653,Slight
654,Slight
655,Assistance
656,Slight
657,Slight
658,Slight
659,Slight
660,Assistance
661,Slight
662,Slight
663,Slight
664,Assistance
665,Slight
666,Slight
667,Slight
668,Assistance
669,Slight
670,Slight
671,Assistance
672,Slight
673,Assistance
674,Slight
675,Slight
676,Assistance
677,Slight
678,Slight
679,Slight
680,Slight
681,Slight
682,Slight
683,Slight
684,Slight
685,Slight
686,Assistance
687,Slight
688,Slight
689,Slight
690,Slight
691,Slight
692,Slight
693,Slight
694,Slight
695,Slight
696,Assistance
697,Slight
698,Slight
699,Slight
700,Slight
701,Slight
702,Slight
703,Slight
704,Slight
705,Slight
706,Assistance
707,Slight
708,Slight
709,Slight
710,Slight
711,Slight
712,Slight
713,Slight
714,Assistance
715,Slight
716,Assistance
717,Slight
718,Assistance
719,Slight
720,Assistance
721,Assistance
722,Assistance
723,Slight
724,Slight
725,Slight
726,Slight
727,Slight
728,Slight
729,Slight
730,Slight
731,Assistance
732,Slight
733,Slight
734,Slight
735,Slight
736,Slight
737,Slight
738,Slight
739,Slight
740,Assistance
741,Slight
742,Slight
743,Slight
744,Slight
745,Slight
746,Slight
747,Slight
748,Slight
749,Assistance
750,Slight
751,Slight
752,Assistance
753,Assistance
754,Assistance
755,Assistance
756,Slight
757,Slight
758,Assistance
759,Slight
760,Slight
761,Slight
762,Slight
763,Slight
764,Slight
765,Slight
766,Slight
767,Slight
768,Assistance
769,Assistance
770,Slight
771,Slight
772,Slight
773,Slight
774,Slight
775,Assistance
776,Assistance
777,Slight
778,Slight
779,Slight
780,Slight
781,Assistance
782,Slight
783,Slight
784,Slight
785,Slight
786,Slight
787,Assistance
788,Slight
789,Slight
790,Assistance
791,Slight
792,Slight
793,Assistance
794,Slight
795,Slight
796,Slight
797,Slight
798,Slight
799,Slight
800,Slight
801,Slight
802,Slight
803,Slight
804,Slight
805,Slight
806,Assistance
807,Slight
808,Assistance
809,Slight
810,Slight
811,Assistance
812,Slight
813,Assistance
814,Slight
815,Slight
816,Assistance
817,Slight
818,Slight
819,Slight
820,Slight
821,Assistance
822,Slight
823,Slight
824,Slight
825,Assistance
826,Slight
827,Assistance
828,Slight
829,Assistance
830,Assistance
831,Slight
832,Slight
833,Slight
834,Slight
835,Assistance
836,Slight
837,Slight
838,Slight
839,Assistance
840,Slight
841,Slight
842,Slight
843,Assistance
844,Slight
845,Slight
846,Slight
847,Assistance
848,Slight
849,Slight
850,Assistance
851,Assistance
852,Slight
853,Slight
854,Slight
855,Assistance
856,Slight
857,Slight
858,Slight
859,Assistance
860,Slight
861,Slight
862,Slight
863,Slight
864,Slight
865,Slight
866,Slight
867,Assistance
868,Slight
869,Slight
870,Slight
871,Slight
872,Slight
873,Slight
874,Assistance
875,Slight
876,Slight
877,Slight
878,Slight
879,Slight
880,Slight
881,Slight
882,Assistance
883,Slight
884,Slight
885,Slight
886,Slight
887,Slight
888,Assistance
889,Slight
890,Assistance
891,Slight
892,Assistance
893,Slight
894,Assistance
895,Slight
896,Slight
897,Slight
898,Slight
899,Assistance
900,Assistance
901,Slight
902,Slight
903,Slight
904,Assistance
905,Slight
906,Slight
907,Slight
908,Assistance
909,Slight
910,Slight
911,Slight
912,Slight
913,Slight
914,Slight
915,Slight
916,Assistance
917,Slight
918,Slight
919,Slight
920,Assistance
921,Assistance
922,Slight
923,Slight
924,Slight
925,Slight
926,Assistance
927,Slight
928,Assistance
929,Slight
930,Slight
931,Slight
932,Slight
933,Slight
934,Assistance
935,Slight
936,Slight
937,Slight
938,Assistance
939,Slight
940,Slight
941,Slight
942,Slight
943,Slight
944,Slight
945,Assistance
946,Slight
947,Slight
948,Assistance
949,Slight
950,Slight
951,Assistance
952,Slight
953,Slight
954,Slight
955,Slight
956,Slight
957,Slight
958,Assistance
959,Slight
960,Slight
961,Assistance
962,Slight
963,Slight
964,Slight
965,Assistance
966,Slight
967,Slight
968,Assistance
969,Slight
970,Assistance
971,Slight
972,Slight
973,Slight
974,Slight
975,Slight
976,Slight
977,Slight
978,Slight
979,Slight
980,Slight
981,Slight
982,Assistance
983,Assistance
984,Assistance
985,Slight
986,Slight
987,Slight
988,Slight
989,Slight
990,Slight
991,Assistance
992,Slight
993,Assistance
994,Assistance
995,Slight
996,Slight
997,Slight
998,Assistance
999,Slight
1000,Slight
1001,Assistance
1002,Slight
1003,Slight
1004,Slight
1005,Assistance
1006,Slight
1007,Slight
1008,Slight
1009,Slight
1010,Slight
1011,Slight
1012,Slight
1013,Slight
1014,Slight
1015,Assistance
1016,Slight
1017,Assistance
1018,Assistance
1019,Slight
1020,Slight
1021,Slight
1022,Slight
1023,Slight
1024,Slight
1025,Slight
1026,Slight
1027,Assistance
1028,Slight
1029,Slight
1030,Slight
1031,Slight
1032,Slight
1033,Slight
1034,Assistance
1035,Assistance
1036,Slight
1037,Assistance
1038,Slight
1039,Slight
1040,Slight
1041,Slight
1042,Assistance
1043,Slight
1044,Assistance
1045,Slight
1046,Slight
1047,Assistance
1048,Slight
1049,Slight
1050,Slight
1051,Assistance
1052,Slight
1053,Slight
1054,Assistance
1055,Slight
1056,Slight
1057,Slight
1058,Slight
1059,Slight
1060,Slight
1061,Assistance
1062,Slight
1063,Slight
1064,Assistance
1065,Assistance
1066,Slight
1067,Assistance
1068,Slight
1069,Slight
1070,Slight
1071,Slight
1072,Slight
1073,Slight
1074,Assistance
1075,Slight
1076,Slight
1077,Slight
1078,Slight
1079,Assistance
1080,Slight
1081,Slight
1082,Slight
1083,Assistance
1084,Slight
1085,Slight
1086,Slight
1087,Slight
1088,Slight
1089,Slight
1090,Slight
1091,Slight
1092,Slight
1093,Slight
1094,Assistance
1095,Slight
1096,Assistance
1097,Slight
1098,Slight
1099,Assistance
1100,Slight
1101,Slight
1102,Slight
1103,Slight
1104,Slight
1105,Assistance
1106,Slight
1107,Slight
1108,Slight
1109,Slight
1110,Slight
1111,Slight
1112,Slight
1113,Slight
1114,Slight
1115,Slight
1116,Slight
1117,Slight
1118,Assistance
1119,Assistance
1120,Slight
1121,Assistance
1122,Slight
1123,Assistance
1124,Slight
1125,Slight
1126,Slight
1127,Slight
1128,Slight
1129,Assistance
1130,Slight
1131,Slight
1132,Assistance
1133,Slight
1134,Slight
1135,Slight
1136,Slight
1137,Assistance
1138,Slight
1139,Assistance
1140,Assistance
1141,Slight
1142,Slight
1143,Slight
1144,Slight
1145,Slight
1146,Slight
1147,Slight
1148,Assistance
1149,Slight
1150,Slight
1151,Slight
1152,Slight
1153,Slight
1154,Slight
1155,Slight
1156,Slight
1157,Slight
1158,Slight
1159,Slight
1160,Slight
1161,Slight
1162,Slight
1163,Assistance
1164,Slight
1165,Assistance
1166,Slight
1167,Slight
1168,Slight
1169,Slight
1170,Assistance
1171,Slight
1172,Slight
1173,Slight
1174,Slight
1175,Slight
1176,Assistance
1177,Assistance
1178,Slight
1179,Slight
1180,Slight
1181,Slight
1182,Slight
1183,Slight
1184,Slight
1185,Slight
1186,Assistance
1187,Assistance
1188,Slight
1189,Assistance
1190,Assistance
1191,Slight
1192,Slight
1193,Assistance
1194,Assistance
1195,Slight
1196,Slight
1197,Slight
1198,Slight
1199,Assistance
1200,Slight
1201,Slight
1202,Slight
1203,Slight
1204,Slight
1205,Assistance
1206,Slight
1207,Slight
1208,Assistance
1209,Slight
1210,Assistance
1211,Slight
1212,Slight
1213,Assistance
1214,Slight
1215,Slight
1216,Slight
1217,Slight
1218,Assistance
1219,Slight
1220,Slight
1221,Slight
1222,Slight
1223,Slight
1224,Assistance
1225,Assistance
1226,Slight
1227,Slight
1228,Slight
1229,Assistance
1230,Slight
1231,Slight
1232,Slight
1233,Assistance
1234,Assistance
1235,Slight
1236,Assistance
1237,Slight
1238,Assistance
1239,Slight
1240,Slight
1241,Slight
1242,Slight
1243,Slight
1244,Slight
1245,Assistance
1246,Assistance
1247,Assistance
1248,Slight
1249,Slight
1250,Slight
1251,Slight
1252,Slight
1253,Assistance
1254,Assistance
1255,Slight
1256,Slight
1257,Assistance
1258,Slight
1259,Slight
1260,Slight
1261,Slight
1262,Slight
1263,Slight
1264,Slight
1265,Assistance
1266,Slight
1267,Slight
1268,Slight
1269,Assistance
1270,Assistance
1271,Slight
1272,Slight
1273,Slight
1274,Slight
1275,Slight
1276,Slight
1277,Slight
1278,Slight
1279,Slight
1280,Slight
1281,Slight
1282,Slight
1283,Assistance
1284,Slight
1285,Slight
1286,Slight
1287,Slight
1288,Slight
1289,Assistance
1290,Slight
1291,Slight
1292,Slight
1293,Assistance
1294,Slight
1295,Slight
1296,Slight
1297,Slight
1298,Slight
1299,Slight
1300,Slight
1301,Slight
1302,Assistance
1303,Slight
1304,Assistance
1305,Slight
1306,Slight
1307,Slight
1308,Slight
1309,Assistance
1310,Slight
1311,Assistance
1312,Slight
1313,Assistance
1314,Slight
1315,Assistance
1316,Assistance
1317,Assistance
1318,Assistance
1319,Slight
1320,Assistance
1321,Slight
1322,Slight
1323,Slight
1324,Assistance
1325,Slight
1326,Assistance
1327,Slight
1328,Slight
1329,Assistance
1330,Slight
1331,Assistance
1332,Slight
1333,Slight
1334,Assistance
1335,Slight
1336,Slight
1337,Slight
1338,Assistance
1339,Slight
1340,Assistance
1341,Assistance
1342,Assistance
1343,Slight
1344,Slight
1345,Slight
1346,Slight
1347,Slight
1348,Assistance
1349,Slight
1350,Assistance
1351,Assistance
1352,Assistance
1353,Slight
1354,Slight
1355,Assistance
1356,Assistance
1357,Slight
1358,Slight
1359,Slight
1360,Slight
1361,Slight
1362,Slight
1363,Slight
1364,Slight
1365,Slight
1366,Slight
1367,Slight
1368,Slight
1369,Slight
1370,Slight
1371,Slight
1372,Slight
1373,Slight
1374,Assistance
1375,Slight
1376,Slight
1377,Assistance
1378,Slight
1379,Slight
1380,Slight
1381,Slight
1382,Slight
1383,Slight
1384,Slight
1385,Assistance
1386,Slight
1387,Assistance
1388,Assistance
1389,Slight
1390,Slight
1391,Slight
1392,Slight
1393,Slight
1394,Slight
1395,Slight
1396,Slight
1397,Slight
1398,Assistance
1399,Slight
1400,Assistance
1401,Slight
1402,Assistance
1403,Slight
1404,Slight
1405,Slight
1406,Slight
1407,Slight
1408,Slight
1409,Slight
1410,Slight
1411,Slight
1412,Slight
1413,Slight
1414,Slight
1415,Slight
1416,Slight
1417,Assistance
1418,Slight
1419,Assistance
1420,Slight
1421,Slight
1422,Slight
1423,Assistance
1424,Slight
1425,Assistance
1426,Assistance
1427,Slight
1428,Assistance
1429,Slight
1430,Assistance
1431,Assistance
1432,Assistance
1433,Assistance
1434,Slight
1435,Slight
1436,Slight
1437,Slight
1438,Slight
1439,Slight
1440,Slight
1441,Slight
1442,Slight
1443,Slight
1444,Slight
1445,Slight
1446,Slight
1447,Assistance
1448,Slight
1449,Assistance
1450,Slight
1451,Slight
1452,Slight
1453,Slight
1454,Slight
1455,Slight
1456,Assistance
1457,Slight
1458,Slight
1459,Assistance
1460,Slight
1461,Slight
1462,Assistance
1463,Slight
1464,Slight
1465,Slight
1466,Slight
1467,Slight
1468,Slight
1469,Slight
1470,Assistance
1471,Slight
1472,Assistance
1473,Slight
1474,Assistance
1475,Slight
1476,Slight
1477,Slight
1478,Slight
1479,Slight
1480,Slight
1481,Slight
1482,Slight
1483,Slight
1484,Assistance
1485,Slight
1486,Slight
1487,Assistance
1488,Assistance
1489,Assistance
1490,Slight
1491,Slight
1492,Slight
1493,Slight
1494,Slight
1495,Slight
1496,Slight
1497,Slight
1498,Assistance
1499,Slight
1500,Slight
1501,Slight
1502,Slight
1503,Assistance
1504,Slight
1505,Slight
1506,Slight
1507,Slight
1508,Slight
1509,Assistance
1510,Assistance
1511,Slight
1512,Slight
1513,Slight
1514,Slight
1515,Slight
1516,Slight
1517,Slight
1518,Assistance
1519,Assistance
1520,Slight
1521,Assistance
1522,Slight
1523,Assistance
1524,Assistance
1525,Slight
1526,Slight
1527,Assistance
1528,Slight
1529,Slight
1530,Slight
1531,Slight
1532,Slight
1533,Assistance
1534,Slight
1535,Slight
1536,Slight
1537,Slight
1538,Slight
1539,Slight
1540,Slight
1541,Slight
1542,Assistance
1543,Slight
1544,Assistance
1545,Slight
1546,Assistance
1547,Assistance
1548,Slight
1549,Slight
1550,Assistance
1551,Slight
1552,Slight
1553,Slight
1554,Slight
1555,Slight
1556,Slight
1557,Slight
1558,Slight
1559,Slight
1560,Assistance
1561,Assistance
1562,Assistance
1563,Assistance
1564,Slight
1565,Assistance
1566,Slight
1567,Assistance
1568,Assistance
1569,Slight
1570,Slight
1571,Slight
1572,Slight
1573,Slight
1574,Slight
1575,Slight
1576,Slight
1577,Slight
1578,Assistance
1579,Assistance
1580,Slight
1581,Slight
1582,Slight
1583,Slight
1584,Slight
1585,Slight
1586,Slight
1587,Assistance
1588,Assistance
1589,Slight
1590,Assistance
1591,Slight
1592,Assistance
1593,Slight
1594,Slight
1595,Assistance
1596,Slight
1597,Assistance
1598,Assistance
1599,Slight
1600,Slight
1601,Slight
1602,Slight
1603,Slight
1604,Slight
1605,Slight
1606,Assistance
1607,Slight
1608,Slight
1609,Slight
1610,Slight
1611,Assistance
1612,Slight
1613,Slight
1614,Slight
1615,Assistance
1616,Slight
1617,Slight
1618,Slight
1619,Slight
1620,Slight
1621,Assistance
1622,Slight
1623,Assistance
1624,Slight
1625,Slight
1626,Assistance
1627,Slight
1628,Slight
1629,Slight
1630,Slight
1631,Slight
1632,Slight
1633,Slight
1634,Slight
1635,Assistance
1636,Assistance
1637,Slight
1638,Slight
1639,Assistance
1640,Slight
1641,Slight
1642,Slight
1643,Slight
1644,Slight
1645,Assistance
1646,Slight
1647,Assistance
1648,Slight
1649,Slight
1650,Assistance
1651,Slight
1652,Assistance
1653,Slight
1654,Slight
1655,Slight
1656,Slight
1657,Assistance
1658,Slight
1659,Assistance
1660,Slight
1661,Slight
1662,Slight
1663,Assistance
1664,Slight
1665,Slight
1666,Slight
1667,Slight
1668,Slight
1669,Slight
1670,Slight
1671,Slight
1672,Assistance
1673,Slight
1674,Assistance
1675,Slight
1676,Slight
1677,Slight
1678,Slight
1679,Slight
1680,Assistance
1681,Slight
1682,Assistance
1683,Assistance
1684,Assistance
1685,Assistance
1686,Slight
1687,Slight
1688,Slight
1689,Slight
1690,Slight
1691,Slight
1692,Slight
1693,Slight
1694,Slight
1695,Slight
1696,Slight
1697,Slight
1698,Assistance
1699,Assistance
1700,Assistance
1701,Slight
1702,Slight
1703,Assistance
1704,Slight
1705,Slight
1706,Slight
1707,Slight
1708,Slight
1709,Slight
1710,Slight
1711,Assistance
1712,Slight
1713,Slight
1714,Slight
1715,Slight
1716,Slight
1717,Assistance
1718,Slight
1719,Slight
1720,Slight
1721,Slight
1722,Assistance
1723,Slight
1724,Assistance
1725,Slight
1726,Slight
1727,Assistance
1728,Slight
1729,Assistance
1730,Slight
1731,Assistance
1732,Assistance
1733,Slight
1734,Slight
1735,Assistance
1736,Assistance
1737,Assistance
1738,Assistance
1739,Slight
1740,Slight
1741,Slight
1742,Slight
1743,Slight
1744,Assistance
1745,Slight
1746,Slight
1747,Slight
1748,Assistance
1749,Slight
1750,Slight
1751,Slight
1752,Slight
1753,Slight
1754,Slight
1755,Slight
1756,Slight
1757,Slight
1758,Slight
1759,Assistance
1760,Assistance
1761,Slight
1762,Slight
1763,Slight
1764,Slight
1765,Slight
1766,Slight
1767,Slight
1768,Slight
1769,Assistance
1770,Slight
1771,Slight
1772,Slight
1773,Slight
1774,Slight
1775,Assistance
1776,Slight
1777,Slight
1778,Slight
1779,Slight
1780,Assistance
1781,Slight
1782,Assistance
1783,Slight
1784,Slight
1785,Slight
1786,Assistance
1787,Slight
1788,Slight
1789,Slight
1790,Slight
1791,Slight
1792,Slight
1793,Slight
1794,Assistance
1795,Assistance
1796,Slight
1797,Slight
1798,Slight
1799,Assistance
1800,Slight
1801,Slight
1802,Slight
1803,Slight
1804,Assistance
1805,Slight
1806,Slight
1807,Slight
1808,Slight
1809,Slight
1810,Slight
1811,Slight
1812,Assistance
1813,Slight
1814,Slight
1815,Slight
1816,Slight
1817,Slight
1818,Slight
1819,Slight
1820,Slight
1821,Slight
1822,Slight
1823,Slight
1824,Assistance
1825,Assistance
1826,Slight
1827,Slight
1828,Slight
1829,Slight
1830,Slight
1831,Slight
1832,Slight
1833,Slight
1834,Slight
1835,Slight
1836,Slight
1837,Slight
1838,Slight
1839,Slight
1840,Assistance
1841,Slight
1842,Slight
1843,Slight
1844,Slight
1845,Slight
1846,Slight
1847,Assistance
1848,Slight
1849,Assistance
1850,Slight
1851,Slight
1852,Slight
1853,Slight
1854,Slight
1855,Assistance
1856,Slight
1857,Slight
1858,Slight
1859,Assistance
1860,Slight
1861,Assistance
1862,Slight
1863,Slight
1864,Slight
1865,Slight
1866,Slight
1867,Slight
1868,Slight
1869,Assistance
1870,Assistance
1871,Slight
1872,Slight
1873,Slight
1874,Slight
1875,Slight
1876,Slight
1877,Slight
1878,Assistance
1879,Slight
1880,Slight
1881,Assistance
1882,Slight
1883,Slight
1884,Slight
1885,Assistance
1886,Assistance
1887,Slight
1888,Slight
1889,Slight
1890,Slight
1891,Slight
1892,Slight
1893,Assistance
1894,Assistance
1895,Slight
1896,Assistance
1897,Slight
1898,Assistance
1899,Slight
1900,Assistance
1901,Slight
1902,Slight
1903,Slight
1904,Slight
1905,Slight
1906,Slight
1907,Slight
1908,Slight
1909,Slight
1910,Slight
1911,Assistance
1912,Assistance
1913,Slight
1914,Slight
1915,Slight
1916,Slight
1917,Slight
1918,Slight
1919,Slight
1920,Slight
1921,Slight
1922,Slight
1923,Slight
1924,Assistance
1925,Slight
1926,Slight
1927,Slight
1928,Slight
1929,Slight
1930,Slight
1931,Slight
1932,Slight
1933,Slight
1934,Slight
1935,Assistance
1936,Assistance
1937,Slight
1938,Assistance
1939,Assistance
1940,Assistance
1941,Assistance
1942,Slight
1943,Assistance
1944,Slight
1945,Assistance
1946,Slight
1947,Slight
1948,Slight
1949,Slight
1950,Slight
1951,Slight
1952,Assistance
1953,Assistance
1954,Slight
1955,Slight
1956,Slight
1957,Assistance
1958,Assistance
1959,Slight
1960,Assistance
1961,Assistance
1962,Slight
1963,Assistance
1964,Slight
1965,Slight
1966,Slight
1967,Slight
1968,Assistance
1969,Slight
1970,Slight
1971,Slight
1972,Assistance
1973,Slight
1974,Assistance
1975,Slight
1976,Slight
1977,Slight
1978,Slight
1979,Slight
1980,Slight
1981,Slight
1982,Slight
1983,Assistance
1984,Slight
1985,Slight
1986,Slight
1987,Assistance
1988,Assistance
1989,Slight
1990,Assistance
1991,Slight
1992,Slight
1993,Slight
1994,Slight
1995,Slight
1996,Assistance
1997,Assistance
1998,Slight
1999,Slight
2000,Assistance
2001,Slight
2002,Assistance
2003,Slight
2004,Assistance
2005,Slight
2006,Slight
2007,Slight
2008,Slight
2009,Slight
2010,Assistance
2011,Slight
2012,Slight
2013,Slight
2014,Assistance
2015,Slight
2016,Slight
2017,Assistance
2018,Slight
2019,Slight
2020,Slight
2021,Slight
2022,Slight
2023,Slight
2024,Slight
2025,Slight
2026,Assistance
2027,Slight
2028,Slight
2029,Slight
2030,Slight
2031,Slight
2032,Slight
2033,Slight
2034,Slight
2035,Slight
2036,Slight
2037,Slight
2038,Assistance
2039,Assistance
2040,Slight
2041,Slight
2042,Slight
2043,Slight
2044,Assistance
2045,Slight
2046,Slight
2047,Assistance
2048,Slight
2049,Slight
2050,Slight
2051,Slight
2052,Slight
2053,Slight
2054,Slight
2055,Slight
2056,Slight
2057,Slight
2058,Slight
2059,Slight
2060,Slight
2061,Assistance
2062,Slight
2063,Slight
2064,Slight
2065,Assistance
2066,Slight
