,Casualty Severity
260,Slight
261,Slight
262,Assistance
263,Slight
264,Slight
265,Slight
266,Slight
267,Assistance
268,Assistance
269,Slight
270,Slight
271,Slight
272,Assistance
273,Slight
274,Slight
275,Slight
276,Slight
277,Slight
278,Slight
279,Slight
280,Assistance
281,Slight
282,Slight
283,Assistance
284,Slight
285,Slight
286,Slight
287,Slight
288,Slight
289,Slight
290,Assistance
291,Slight
292,Slight
293,Slight
294,Slight
295,Slight
296,Slight
297,Assistance
298,Slight
299,Slight
300,Slight
301,Slight
302,Slight
303,Slight
304,Assistance
305,Slight
306,Slight
307,Slight
308,Slight
309,Slight
310,Slight
311,Slight
312,Assistance
313,Assistance
314,Assistance
315,Slight
316,Slight
317,Assistance
318,Assistance
319,Slight
320,Assistance
321,Assistance
322,Slight
323,Assistance
324,Slight
325,Slight
326,Assistance
327,Slight
328,Slight
329,Slight
330,Assistance
331,Assistance
332,Slight
333,Assistance
334,Assistance
335,Slight
336,Slight
337,Assistance
338,Slight
339,Slight
340,Assistance
341,Slight
342,Slight
343,Slight
344,Slight
345,Slight
346,Slight
347,Assistance
348,Slight
349,Slight
350,Slight
351,Slight
352,Assistance
353,Slight
354,Slight
355,Slight
356,Slight
357,Slight
358,Slight
359,Slight
360,Assistance
361,Slight
362,Assistance
363,Slight
364,Slight
365,Slight
366,Assistance
367,Slight
368,Slight
369,Slight
370,Slight
371,Slight
372,Slight
373,Slight
374,Slight
375,Assistance
376,Slight
377,Slight
378,Slight
379,Slight
380,Assistance
381,Slight
382,Slight
383,Slight
384,Assistance
385,Slight
386,Slight
387,Slight
388,Slight
389,Slight
390,Slight
391,Slight
392,Assistance
393,Slight
394,Slight
395,Slight
396,Slight
397,Slight
398,Slight
399,Assistance
400,Slight
401,Slight
402,Slight
403,Slight
404,Slight
405,Slight
406,Slight
407,Slight
408,Slight
409,Slight
410,Assistance
411,Slight
412,Slight
413,Slight
414,Slight
415,Slight
416,Slight
417,Slight
418,Slight
419,Slight
420,Assistance
421,Slight
422,Slight
423,Slight
424,Assistance
425,Slight
426,Slight
427,Slight
428,Slight
429,Slight
430,Slight
431,Slight
432,Slight
433,Assistance
434,Slight
435,Slight
436,Assistance
437,Slight
438,Slight
439,Slight
440,Slight
441,Assistance
442,Assistance
443,Slight
444,Assistance
445,Slight
446,Slight
447,Slight
448,Slight
449,Slight
450,Slight
451,Assistance
452,Slight
453,Assistance
454,Assistance
455,Slight
456,Slight
457,Assistance
458,Slight
459,Slight
460,Slight
461,Assistance
462,Assistance
463,Slight
464,Slight
465,Assistance
466,Slight
467,Slight
468,Slight
469,Slight
470,Slight
471,Slight
472,Slight
473,Slight
474,Slight
475,Slight
476,Slight
477,Slight
478,Slight
479,Slight
480,Slight
481,Slight
482,Assistance
483,Slight
484,Slight
485,Slight
486,Slight
487,Slight
488,Slight
489,Slight
490,Slight
491,Slight
492,Assistance
493,Slight
494,Slight
495,Slight
496,Slight
497,Slight
498,Assistance
499,Slight
500,Slight
501,Slight
502,Assistance
503,Assistance
504,Assistance
505,Slight
506,Slight
507,Assistance
508,Slight
509,Slight
510,Slight
511,Assistance
512,Slight
513,Assistance
514,Slight
515,Slight
516,Slight
517,Slight
518,Slight
519,Slight
520,Slight
521,Slight
522,Slight
523,Slight
524,Assistance
525,Slight
526,Assistance
527,Slight
528,Assistance
529,Slight
530,Slight
531,Slight
532,Slight
533,Slight
534,Slight
535,Slight
536,Slight
537,Slight
538,Slight
539,Assistance
540,Assistance
541,Assistance
542,Assistance
543,Slight
544,Slight
545,Slight
546,Slight
547,Slight
548,Slight
549,Slight
550,Slight
551,Assistance
552,Assistance
553,Assistance
554,Slight
555,Slight
556,Slight
557,Slight
558,Slight
559,Slight
560,Slight
561,Slight
562,Slight
563,Slight
564,Slight
565,Slight
566,Slight
567,Slight
568,Slight
569,Slight
570,Slight
571,Slight
572,Slight
573,Assistance
574,Slight
575,Slight
576,Slight
577,Assistance
578,Assistance
579,Assistance
580,Slight
581,Slight
582,Slight
583,Slight
584,Slight
585,Assistance
586,Slight
587,Slight
588,Slight
589,Slight
590,Assistance
591,Slight
592,Assistance
593,Slight
594,Slight
595,Slight
596,Assistance
597,Slight
598,Assistance
599,Assistance
600,Slight
601,Slight
602,Slight
603,Slight
604,Slight
605,Assistance
606,Slight
607,Slight
608,Slight
609,Assistance
610,Assistance
611,Slight
612,Slight
613,Slight
614,Slight
615,Slight
616,Assistance
617,Slight
618,Slight
619,Assistance
620,Slight
621,Slight
622,Slight
623,Slight
624,Assistance
625,Slight
626,Slight
627,Slight
628,Assistance
629,Slight
630,Assistance
631,Slight
632,Assistance
633,Slight
634,Slight
635,Slight
636,Assistance
637,Slight
638,Assistance
639,Slight
640,Slight
641,Slight
642,Assistance
643,Slight
644,Slight
645,Slight
646,Slight
647,Slight
648,Assistance
649,Slight
650,Slight
651,Slight
652,Slight
653,Slight
654,Assistance
655,Slight
656,Assistance
657,Slight
658,Slight
659,Assistance
660,Slight
661,Slight
662,Slight
663,Slight
664,Slight
665,Assistance
666,Slight
667,Slight
668,Assistance
669,Slight
670,Slight
671,Assistance
672,Slight
673,Slight
674,Slight
675,Slight
676,Slight
677,Slight
678,Slight
679,Slight
680,Slight
681,Assistance
682,Assistance
683,Assistance
684,Slight
685,Slight
686,Slight
687,Slight
688,Slight
689,Assistance
690,Assistance
691,Slight
692,Slight
693,Slight
694,Slight
695,Slight
696,Slight
697,Slight
698,Slight
699,Slight
700,Slight
701,Slight
702,Slight
703,Slight
704,Slight
705,Slight
706,Slight
707,Slight
708,Slight
709,Slight
710,Slight
711,Slight
712,Slight
713,Slight
714,Slight
715,Slight
716,Slight
717,Slight
718,Slight
719,Slight
720,Slight
721,Slight
722,Slight
723,Slight
724,Slight
725,Slight
726,Assistance
727,Slight
728,Assistance
729,Slight
730,Assistance
731,Assistance
732,Slight
733,Slight
734,Slight
735,Slight
736,Slight
737,Slight
738,Assistance
739,Assistance
740,Slight
741,Slight
742,Assistance
743,Slight
744,Slight
745,Slight
746,Slight
747,Assistance
748,Slight
749,Slight
750,Slight
751,Slight
752,Slight
753,Slight
754,Slight
755,Slight
756,Slight
757,Slight
758,Assistance
759,Slight
760,Slight
761,Slight
762,Slight
763,Slight
764,Slight
765,Slight
766,Slight
767,Slight
768,Slight
769,Slight
770,Slight
771,Slight
772,Slight
773,Assistance
774,Slight
775,Slight
776,Slight
777,Assistance
778,Slight
779,Slight
780,Slight
781,Slight
782,Slight
783,Slight
784,Assistance
785,Slight
786,Slight
787,Slight
788,Slight
789,Slight
790,Slight
791,Slight
792,Slight
793,Slight
794,Assistance
795,Slight
796,Slight
797,Assistance
798,Assistance
799,Slight
800,Assistance
801,Slight
802,Assistance
803,Slight
804,Slight
805,Slight
806,Slight
807,Slight
808,Slight
809,Slight
810,Slight
811,Assistance
812,Slight
813,Slight
814,Slight
815,Slight
816,Slight
817,Assistance
818,Slight
819,Slight
820,Slight
821,Slight
822,Slight
823,Slight
824,Slight
825,Slight
826,Assistance
827,Slight
828,Slight
829,Assistance
830,Slight
831,Slight
832,Slight
833,Slight
834,Slight
835,Slight
836,Slight
837,Slight
838,Slight
839,Slight
840,Slight
841,Slight
842,Slight
843,Slight
844,Slight
845,Slight
846,Slight
847,Slight
848,Assistance
849,Assistance
850,Slight
851,Assistance
852,Assistance
853,Slight
854,Slight
855,Assistance
856,Slight
857,Slight
858,Slight
859,Slight
860,Assistance
861,Slight
862,Slight
863,Slight
864,Slight
865,Slight
866,Assistance
867,Slight
868,Slight
869,Slight
870,Slight
871,Slight
872,Slight
873,Slight
874,Slight
875,Slight
876,Assistance
877,Assistance
878,Slight
879,Slight
880,Slight
881,Slight
882,Assistance
883,Slight
884,Slight
885,Slight
886,Slight
887,Slight
888,Slight
889,Assistance
890,Slight
891,Slight
892,Slight
893,Slight
894,Assistance
895,Slight
896,Slight
897,Assistance
898,Slight
899,Assistance
900,Assistance
901,Assistance
902,Assistance
903,Slight
904,Slight
905,Slight
906,Slight
907,Slight
908,Assistance
909,Assistance
910,Slight
911,Slight
912,Slight
913,Slight
914,Slight
915,Assistance
916,Assistance
917,Slight
918,Slight
919,Slight
920,Slight
921,Assistance
922,Slight
923,Slight
924,Assistance
925,Slight
926,Slight
927,Slight
928,Slight
929,Slight
930,Assistance
931,Assistance
932,Slight
933,Slight
934,Assistance
935,Slight
936,Assistance
937,Slight
938,Slight
939,Slight
940,Slight
941,Slight
942,Assistance
943,Slight
944,Slight
945,Slight
946,Assistance
947,Slight
948,Slight
949,Slight
950,Slight
951,Slight
952,Slight
953,Slight
954,Assistance
955,Assistance
956,Slight
957,Slight
958,Assistance
959,Slight
960,Assistance
961,Slight
962,Slight
963,Slight
964,Assistance
965,Slight
966,Slight
967,Slight
968,Slight
969,Slight
970,Slight
971,Slight
972,Slight
973,Slight
974,Slight
975,Slight
976,Slight
977,Slight
978,Assistance
979,Slight
980,Slight
981,Slight
982,Slight
983,Slight
984,Slight
985,Slight
986,Assistance
987,Assistance
988,Assistance
989,Slight
990,Slight
991,Assistance
992,Slight
993,Slight
994,Assistance
995,Slight
996,Slight
997,Slight
998,Slight
999,Slight
1000,Slight
1001,Slight
1002,Slight
1003,Slight
1004,Slight
1005,Slight
1006,Slight
1007,Slight
1008,Assistance
1009,Slight
1010,Slight
1011,Slight
1012,Slight
1013,Slight
1014,Slight
1015,Slight
1016,Slight
1017,Assistance
1018,Slight
1019,Slight
1020,Slight
1021,Assistance
1022,Slight
1023,Assistance
1024,Slight
1025,Assistance
1026,Slight
1027,Slight
1028,Slight
1029,Slight
1030,Slight
1031,Assistance
1032,Slight
1033,Slight
1034,Slight
1035,Assistance
1036,Slight
1037,Slight
1038,Assistance
1039,Assistance
1040,Slight
1041,Slight
1042,Assistance
1043,Assistance
1044,Slight
1045,Assistance
1046,Slight
1047,Slight
1048,Slight
1049,Slight
1050,Assistance
1051,Slight
1052,Slight
1053,Slight
1054,Slight
1055,Assistance
1056,Slight
1057,Assistance
1058,Slight
1059,Slight
1060,Slight
1061,Slight
1062,Slight
1063,Assistance
1064,Slight
1065,Slight
1066,Slight
1067,Slight
1068,Assistance
1069,Slight
1070,Assistance
1071,Assistance
1072,Slight
1073,Assistance
1074,Assistance
1075,Assistance
1076,Slight
1077,Slight
1078,Assistance
1079,Slight
1080,Slight
1081,Slight
1082,Slight
1083,Slight
1084,Slight
1085,Slight
1086,Slight
1087,Assistance
1088,Slight
1089,Assistance
1090,Slight
1091,Slight
1092,Slight
1093,Slight
1094,Slight
1095,Slight
1096,Slight
1097,Slight
1098,Slight
1099,Slight
1100,Slight
1101,Slight
1102,Slight
1103,Slight
1104,Assistance
1105,Slight
1106,Slight
1107,Assistance
1108,Slight
1109,Assistance
1110,Assistance
1111,Assistance
1112,Slight
1113,Slight
1114,Slight
1115,Slight
1116,Slight
1117,Slight
1118,Assistance
1119,Assistance
1120,Assistance
1121,Slight
1122,Slight
1123,Slight
1124,Slight
1125,Assistance
1126,Slight
1127,Slight
1128,Assistance
1129,Slight
1130,Slight
1131,Slight
1132,Slight
1133,Slight
1134,Slight
1135,Slight
1136,Slight
1137,Slight
1138,Slight
1139,Slight
1140,Slight
1141,Slight
1142,Slight
1143,Slight
1144,Slight
1145,Slight
1146,Slight
1147,Slight
1148,Slight
1149,Slight
1150,Slight
1151,Slight
1152,Slight
1153,Slight
1154,Slight
1155,Slight
1156,Slight
1157,Slight
1158,Assistance
1159,Assistance
1160,Assistance
1161,Slight
1162,Slight
1163,Slight
1164,Slight
1165,Slight
1166,Slight
1167,Assistance
1168,Slight
1169,Slight
1170,Slight
1171,Assistance
1172,Assistance
1173,Slight
1174,Assistance
1175,Slight
1176,Slight
1177,Slight
1178,Slight
1179,Slight
1180,Slight
1181,Slight
1182,Slight
1183,Slight
1184,Assistance
1185,Slight
1186,Slight
1187,Slight
1188,Slight
1189,Assistance
1190,Slight
1191,Slight
1192,Slight
1193,Slight
1194,Slight
1195,Assistance
1196,Assistance
1197,Slight
1198,Slight
1199,Assistance
1200,Assistance
1201,Slight
1202,Slight
1203,Assistance
1204,Slight
1205,Slight
1206,Assistance
1207,Slight
1208,Slight
1209,Slight
1210,Assistance
1211,Slight
1212,Slight
1213,Assistance
1214,Slight
1215,Assistance
1216,Assistance
1217,Slight
1218,Slight
1219,Slight
1220,Slight
1221,Slight
1222,Assistance
1223,Slight
1224,Slight
1225,Slight
1226,Slight
1227,Slight
1228,Slight
1229,Slight
1230,Slight
1231,Assistance
1232,Slight
1233,Slight
1234,Assistance
1235,Assistance
1236,Slight
1237,Slight
1238,Slight
1239,Slight
1240,Slight
1241,Slight
1242,Slight
1243,Assistance
1244,Slight
1245,Slight
1246,Slight
1247,Slight
1248,Assistance
1249,Assistance
1250,Slight
1251,Slight
1252,Slight
1253,Slight
1254,Slight
1255,Slight
1256,Assistance
1257,Slight
1258,Slight
1259,Slight
1260,Slight
1261,Slight
1262,Slight
1263,Assistance
1264,Slight
1265,Slight
1266,Assistance
1267,Assistance
1268,Assistance
1269,Slight
1270,Slight
1271,Slight
1272,Slight
1273,Slight
1274,Slight
1275,Slight
1276,Slight
1277,Assistance
1278,Slight
1279,Slight
1280,Slight
1281,Slight
1282,Slight
1283,Assistance
1284,Slight
1285,Slight
1286,Slight
1287,Slight
1288,Slight
1289,Slight
1290,Assistance
1291,Assistance
1292,Assistance
1293,Assistance
1294,Slight
1295,Assistance
1296,Slight
1297,Slight
1298,Slight
1299,Slight
1300,Slight
1301,Slight
1302,Assistance
1303,Slight
1304,Slight
1305,Assistance
1306,Slight
1307,Slight
1308,Slight
1309,Slight
1310,Slight
1311,Slight
1312,Assistance
1313,Slight
1314,Slight
1315,Assistance
1316,Assistance
1317,Slight
1318,Slight
1319,Assistance
1320,Slight
1321,Slight
1322,Slight
1323,Slight
1324,Slight
1325,Slight
1326,Slight
1327,Slight
1328,Slight
1329,Assistance
1330,Slight
1331,Slight
1332,Slight
1333,Slight
1334,Slight
1335,Slight
1336,Slight
1337,Slight
1338,Slight
1339,Slight
1340,Assistance
1341,Slight
1342,Slight
1343,Slight
1344,Slight
1345,Slight
1346,Slight
1347,Slight
1348,Slight
1349,Assistance
1350,Slight
1351,Assistance
1352,Slight
1353,Slight
1354,Slight
1355,Assistance
1356,Assistance
1357,Slight
1358,Slight
1359,Slight
1360,Slight
1361,Slight
1362,Assistance
1363,Assistance
1364,Slight
1365,Slight
1366,Slight
1367,Assistance
1368,Slight
1369,Slight
1370,Slight
1371,Slight
1372,Slight
1373,Slight
1374,Slight
1375,Assistance
1376,Slight
1377,Slight
1378,Slight
1379,Slight
1380,Slight
1381,Slight
1382,Slight
1383,Slight
1384,Slight
1385,Slight
1386,Slight
1387,Slight
1388,Slight
1389,Slight
1390,Slight
1391,Assistance
1392,Slight
1393,Slight
1394,Assistance
1395,Slight
1396,Assistance
1397,Assistance
1398,Slight
1399,Slight
1400,Slight
1401,Slight
1402,Assistance
1403,Slight
1404,Assistance
1405,Slight
1406,Slight
1407,Slight
1408,Slight
1409,Slight
1410,Assistance
1411,Slight
1412,Slight
1413,Slight
1414,Slight
1415,Assistance
1416,Slight
1417,Slight
1418,Slight
1419,Slight
1420,Slight
1421,Slight
1422,Slight
1423,Assistance
1424,Slight
1425,Slight
1426,Slight
1427,Assistance
1428,Slight
1429,Slight
1430,Assistance
1431,Slight
1432,Slight
1433,Assistance
1434,Slight
1435,Assistance
1436,Assistance
1437,Slight
1438,Slight
1439,Slight
1440,Slight
1441,Slight
1442,Assistance
1443,Assistance
1444,Slight
1445,Slight
1446,Slight
1447,Slight
1448,Slight
1449,Slight
1450,Slight
1451,Slight
1452,Slight
1453,Assistance
1454,Slight
1455,Slight
1456,Assistance
1457,Slight
1458,Slight
1459,Slight
1460,Slight
1461,Assistance
1462,Slight
1463,Assistance
1464,Slight
1465,Slight
1466,Assistance
1467,Slight
1468,Assistance
1469,Slight
1470,Slight
1471,Slight
1472,Slight
1473,Slight
1474,Slight
1475,Slight
1476,Assistance
1477,Assistance
1478,Slight
1479,Slight
1480,Slight
1481,Slight
1482,Slight
1483,Slight
1484,Slight
1485,Slight
1486,Slight
1487,Slight
1488,Slight
1489,Assistance
1490,Slight
1491,Slight
1492,Slight
1493,Slight
1494,Slight
1495,Slight
1496,Slight
1497,Slight
1498,Slight
1499,Slight
1500,Slight
1501,Slight
1502,Slight
1503,Slight
1504,Slight
1505,Slight
1506,Slight
1507,Slight
1508,Assistance
1509,Assistance
1510,Slight
1511,Slight
1512,Slight
1513,Slight
1514,Slight
1515,Slight
1516,Slight
1517,Slight
1518,Slight
1519,Slight
1520,Slight
1521,Slight
1522,Slight
1523,Slight
1524,Assistance
1525,Slight
1526,Assistance
1527,Slight
1528,Slight
1529,Slight
1530,Slight
1531,Slight
1532,Slight
1533,Slight
1534,Assistance
1535,Slight
1536,Slight
1537,Slight
1538,Slight
1539,Slight
1540,Slight
1541,Slight
1542,Slight
1543,Assistance
1544,Slight
1545,Slight
1546,Assistance
1547,Slight
1548,Slight
1549,Slight
1550,Slight
1551,Slight
1552,Slight
1553,Slight
1554,Slight
1555,Assistance
1556,Assistance
1557,Slight
1558,Slight
1559,Slight
1560,Slight
1561,Slight
1562,Slight
1563,Slight
1564,Slight
1565,Slight
1566,Assistance
1567,Slight
1568,Assistance
1569,Slight
1570,Slight
1571,Slight
1572,Slight
1573,Slight
1574,Slight
1575,Assistance
1576,Assistance
1577,Assistance
1578,Slight
1579,Assistance
1580,Slight
1581,Slight
1582,Assistance
1583,Slight
1584,Slight
1585,Slight
1586,Slight
1587,Slight
1588,Slight
1589,Slight
1590,Slight
1591,Slight
1592,Slight
1593,Assistance
1594,Assistance
1595,Slight
1596,Assistance
1597,Slight
1598,Slight
1599,Slight
1600,Slight
1601,Assistance
1602,Slight
1603,Slight
1604,Assistance
1605,Slight
1606,Slight
1607,Slight
1608,Assistance
1609,Slight
1610,Slight
1611,Slight
1612,Slight
1613,Assistance
1614,Assistance
1615,Slight
1616,Slight
1617,Slight
1618,Slight
1619,Slight
1620,Slight
1621,Slight
1622,Slight
1623,Assistance
1624,Slight
1625,Slight
1626,Slight
1627,Slight
1628,Slight
1629,Slight
1630,Slight
1631,Slight
1632,Assistance
1633,Assistance
1634,Assistance
1635,Assistance
1636,Slight
1637,Assistance
1638,Assistance
1639,Slight
1640,Assistance
1641,Slight
1642,Slight
1643,Slight
1644,Slight
1645,Slight
1646,Slight
1647,Assistance
1648,Slight
1649,Slight
1650,Slight
1651,Assistance
1652,Assistance
1653,Slight
1654,Slight
1655,Slight
1656,Slight
1657,Slight
1658,Assistance
1659,Slight
1660,Slight
1661,Slight
1662,Slight
1663,Assistance
1664,Slight
1665,Slight
1666,Slight
1667,Slight
1668,Slight
1669,Slight
1670,Slight
1671,Assistance
1672,Assistance
1673,Slight
1674,Assistance
1675,Slight
1676,Slight
1677,Slight
1678,Slight
1679,Assistance
1680,Assistance
1681,Slight
1682,Assistance
1683,Slight
1684,Slight
1685,Slight
1686,Slight
1687,Slight
1688,Assistance
1689,Slight
1690,Assistance
1691,Slight
1692,Assistance
1693,Slight
1694,Slight
1695,Assistance
1696,Slight
1697,Slight
1698,Slight
1699,Slight
1700,Slight
1701,Slight
1702,Assistance
1703,Slight
1704,Slight
1705,Slight
1706,Slight
1707,Assistance
1708,Slight
1709,Assistance
1710,Slight
1711,Slight
1712,Assistance
1713,Slight
1714,Slight
1715,Assistance
1716,Slight
1717,Slight
1718,Slight
1719,Assistance
1720,Slight
1721,Assistance
1722,Slight
1723,Slight
1724,Slight
1725,Slight
1726,Slight
1727,Assistance
1728,Slight
1729,Assistance
1730,Assistance
1731,Slight
1732,Slight
1733,Slight
1734,Slight
1735,Slight
1736,Slight
1737,Slight
1738,Slight
1739,Slight
1740,Slight
1741,Assistance
1742,Assistance
1743,Slight
1744,Assistance
1745,Slight
1746,Slight
1747,Assistance
1748,Slight
1749,Slight
1750,Assistance
1751,Slight
1752,Slight
1753,Slight
1754,Slight
1755,Slight
1756,Assistance
1757,Assistance
1758,Slight
1759,Slight
1760,Slight
1761,Slight
1762,Slight
1763,Slight
1764,Slight
1765,Slight
1766,Slight
1767,Slight
1768,Slight
1769,Assistance
1770,Slight
1771,Slight
1772,Assistance
1773,Assistance
1774,Assistance
1775,Slight
1776,Slight
1777,Assistance
1778,Slight
1779,Slight
1780,Slight
1781,Assistance
1782,Slight
1783,Slight
1784,Assistance
1785,Slight
1786,Slight
1787,Slight
1788,Assistance
1789,Slight
1790,Assistance
1791,Assistance
1792,Slight
1793,Slight
1794,Assistance
1795,Slight
1796,Slight
1797,Slight
1798,Assistance
1799,Assistance
1800,Assistance
1801,Slight
1802,Slight
1803,Assistance
1804,Slight
1805,Assistance
1806,Assistance
1807,Slight
1808,Slight
1809,Assistance
1810,Slight
1811,Assistance
1812,Slight
1813,Slight
1814,Slight
1815,Assistance
1816,Slight
1817,Slight
1818,Slight
1819,Slight
1820,Slight
1821,Slight
1822,Slight
1823,Slight
1824,Slight
1825,Slight
1826,Slight
1827,Assistance
1828,Slight
1829,Slight
1830,Slight
1831,Slight
1832,Slight
1833,Slight
1834,Slight
1835,Slight
1836,Slight
1837,Slight
1838,Slight
1839,Slight
1840,Assistance
1841,Slight
1842,Slight
1843,Slight
1844,Assistance
1845,Slight
1846,Slight
1847,Assistance
1848,Slight
1849,Assistance
1850,Slight
1851,Slight
1852,Slight
1853,Slight
1854,Slight
1855,Assistance
1856,Slight
1857,Slight
1858,Assistance
1859,Slight
1860,Slight
1861,Slight
1862,Assistance
1863,Slight
1864,Assistance
1865,Slight
1866,Slight
1867,Slight
1868,Slight
1869,Slight
1870,Slight
1871,Assistance
1872,Slight
1873,Slight
1874,Slight
1875,Assistance
1876,Slight
1877,Slight
1878,Slight
1879,Assistance
1880,Assistance
1881,Slight
1882,Slight
1883,Slight
1884,Slight
1885,Slight
1886,Slight
1887,Slight
1888,Slight
1889,Slight
1890,Assistance
1891,Assistance
1892,Slight
1893,Slight
1894,Slight
1895,Slight
1896,Slight
1897,Slight
1898,Slight
1899,Slight
1900,Slight
1901,Assistance
1902,Slight
1903,Slight
1904,Slight
1905,Assistance
1906,Slight
1907,Slight
1908,Assistance
1909,Slight
1910,Slight
1911,Slight
1912,Slight
1913,Slight
1914,Assistance
1915,Slight
1916,Assistance
1917,Slight
1918,Slight
1919,Assistance
1920,Assistance
1921,Slight
1922,Slight
1923,Slight
1924,Slight
1925,Slight
1926,Slight
1927,Slight
1928,Slight
1929,Slight
1930,Slight
1931,Slight
1932,Assistance
1933,Slight
1934,Assistance
1935,Slight
1936,Slight
1937,Slight
1938,Slight
1939,Slight
1940,Slight
1941,Slight
1942,Slight
1943,Assistance
1944,Assistance
1945,Slight
1946,Slight
1947,Assistance
1948,Slight
1949,Assistance
1950,Slight
1951,Slight
1952,Slight
1953,Slight
1954,Slight
1955,Assistance
1956,Assistance
1957,Assistance
1958,Slight
1959,Slight
1960,Slight
1961,Slight
1962,Slight
1963,Assistance
1964,Slight
1965,Assistance
1966,Slight
1967,Assistance
1968,Slight
1969,Slight
1970,Assistance
1971,Slight
1972,Slight
1973,Slight
1974,Slight
1975,Slight
1976,Assistance
1977,Assistance
1978,Slight
1979,Slight
1980,Slight
1981,Assistance
1982,Slight
1983,Assistance
1984,Slight
1985,Slight
1986,Slight
1987,Assistance
1988,Slight
1989,Assistance
1990,Slight
1991,Slight
1992,Slight
1993,Slight
1994,Slight
1995,Slight
1996,Assistance
1997,Slight
1998,Slight
1999,Slight
2000,Slight
2001,Slight
2002,Slight
2003,Slight
2004,Slight
2005,Slight
2006,Slight
2007,Slight
2008,Slight
2009,Slight
2010,Slight
2011,Slight
2012,Slight
2013,Slight
2014,Assistance
2015,Assistance
2016,Slight
2017,Slight
2018,Assistance
2019,Slight
2020,Assistance
2021,Slight
2022,Assistance
2023,Assistance
2024,Slight
2025,Slight
2026,Slight
2027,Slight
2028,Slight
2029,Slight
2030,Slight
2031,Slight
2032,Slight
2033,Slight
2034,Slight
2035,Slight
2036,Assistance
2037,Slight
2038,Assistance
2039,Slight
2040,Slight
2041,Assistance
2042,Slight
2043,Slight
2044,Assistance
2045,Slight
2046,Slight
2047,Assistance
2048,Slight
2049,Slight
2050,Slight
2051,Slight
2052,Slight
2053,Slight
2054,Slight
2055,Assistance
2056,Slight
2057,Slight
2058,Slight
2059,Slight
2060,Assistance
2061,Slight
2062,Slight
2063,Slight
2064,Slight
2065,Assistance
2066,Slight
2067,Slight
2068,Slight
2069,Slight
2070,Assistance
2071,Assistance
2072,Slight
