,Casualty Severity
1354,Slight
1355,Assistance
1356,Assistance
1357,Assistance
1358,Slight
1359,Assistance
1360,Slight
1361,Assistance
1362,Slight
1363,Slight
1364,Slight
1365,Slight
1366,Assistance
1367,Slight
1368,Assistance
1369,Assistance
1370,Slight
1371,Assistance
1372,Slight
1373,Slight
1374,Assistance
1375,Slight
1376,Slight
1377,Slight
1378,Assistance
1379,Slight
1380,Slight
1381,Slight
1382,Slight
1383,Assistance
1384,Assistance
1385,Assistance
1386,Assistance
1387,Assistance
1388,Slight
1389,Slight
1390,Assistance
1391,Slight
1392,Slight
1393,Slight
1394,Slight
1395,Slight
1396,Assistance
1397,Slight
1398,Assistance
1399,Assistance
1400,Slight
1401,Slight
1402,Assistance
1403,Assistance
1404,Assistance
1405,Slight
1406,Slight
1407,Slight
1408,Assistance
1409,Assistance
1410,Assistance
1411,Slight
1412,Slight
1413,Slight
1414,Assistance
1415,Slight
1416,Slight
1417,Slight
1418,Assistance
1419,Slight
1420,Slight
1421,Slight
1422,Assistance
1423,Assistance
1424,Assistance
1425,Slight
1426,Slight
1427,Slight
1428,Assistance
1429,Slight
1430,Assistance
1431,Assistance
1432,Slight
1433,Slight
1434,Assistance
1435,Assistance
1436,Assistance
1437,Slight
1438,Assistance
1439,Slight
1440,Slight
1441,Assistance
1442,Assistance
1443,Slight
1444,Slight
1445,Assistance
1446,Slight
1447,Assistance
1448,Assistance
1449,Slight
1450,Assistance
1451,Slight
1452,Slight
1453,Assistance
1454,Slight
1455,Assistance
1456,Assistance
1457,Assistance
1458,Slight
1459,Slight
1460,Assistance
1461,Assistance
1462,Assistance
1463,Slight
1464,Slight
1465,Assistance
1466,Assistance
1467,Slight
1468,Slight
1469,Slight
1470,Assistance
1471,Assistance
1472,Slight
1473,Slight
1474,Slight
1475,Slight
1476,Assistance
1477,Slight
1478,Slight
1479,Assistance
1480,Assistance
1481,Assistance
1482,Assistance
1483,Assistance
1484,Assistance
1485,Slight
1486,Slight
1487,Assistance
1488,Assistance
1489,Slight
1490,Assistance
1491,Slight
1492,Slight
1493,Slight
1494,Assistance
1495,Slight
1496,Slight
1497,Slight
1498,Assistance
1499,Slight
1500,Slight
1501,Slight
1502,Assistance
1503,Slight
1504,Assistance
1505,Slight
1506,Slight
1507,Assistance
1508,Slight
1509,Slight
1510,Slight
1511,Slight
1512,Slight
1513,Slight
1514,Assistance
1515,Assistance
1516,Assistance
1517,Assistance
1518,Slight
1519,Assistance
1520,Slight
1521,Assistance
1522,Assistance
1523,Assistance
1524,Assistance
1525,Slight
1526,Slight
1527,Slight
1528,Assistance
1529,Slight
1530,Slight
1531,Slight
1532,Assistance
1533,Slight
1534,Slight
1535,Slight
1536,Slight
1537,Slight
1538,Slight
1539,Assistance
1540,Slight
1541,Assistance
1542,Slight
1543,Slight
1544,Slight
1545,Assistance
1546,Slight
1547,Slight
1548,Slight
1549,Slight
1550,Slight
1551,Assistance
1552,Slight
1553,Slight
1554,Assistance
1555,Slight
1556,Slight
1557,Slight
1558,Slight
1559,Assistance
1560,Slight
1561,Slight
1562,Slight
1563,Assistance
1564,Assistance
1565,Slight
1566,Slight
1567,Slight
1568,Assistance
1569,Assistance
1570,Slight
1571,Assistance
1572,Assistance
1573,Slight
1574,Slight
1575,Slight
1576,Assistance
1577,Slight
1578,Slight
1579,Slight
1580,Slight
1581,Assistance
1582,Assistance
1583,Slight
1584,Slight
1585,Slight
1586,Slight
1587,Slight
1588,Slight
1589,Assistance
1590,Assistance
1591,Assistance
1592,Assistance
1593,Slight
1594,Slight
1595,Assistance
1596,Assistance
1597,Assistance
1598,Assistance
1599,Assistance
1600,Assistance
1601,Assistance
1602,Slight
1603,Assistance
1604,Slight
1605,Assistance
1606,Slight
1607,Assistance
1608,Slight
1609,Slight
1610,Slight
1611,Assistance
1612,Slight
1613,Assistance
1614,Slight
1615,Assistance
1616,Slight
1617,Assistance
1618,Slight
1619,Slight
1620,Assistance
1621,Assistance
1622,Slight
1623,Slight
1624,Slight
1625,Assistance
1626,Assistance
1627,Slight
1628,Assistance
1629,Assistance
1630,Assistance
1631,Slight
1632,Slight
1633,Assistance
1634,Slight
1635,Slight
1636,Assistance
1637,Assistance
1638,Slight
1639,Slight
1640,Slight
1641,Slight
1642,Slight
1643,Assistance
1644,Assistance
1645,Slight
1646,Assistance
1647,Slight
1648,Assistance
1649,Slight
1650,Assistance
1651,Slight
1652,Assistance
1653,Slight
1654,Slight
1655,Slight
1656,Assistance
1657,Slight
1658,Assistance
1659,Assistance
1660,Assistance
1661,Slight
1662,Assistance
1663,Assistance
1664,Assistance
1665,Assistance
1666,Slight
1667,Assistance
1668,Slight
1669,Assistance
1670,Slight
1671,Assistance
1672,Assistance
1673,Assistance
1674,Assistance
1675,Assistance
1676,Assistance
1677,Slight
1678,Assistance
1679,Slight
1680,Slight
1681,Assistance
1682,Assistance
1683,Assistance
1684,Assistance
1685,Assistance
1686,Assistance
1687,Slight
1688,Slight
1689,Slight
1690,Slight
1691,Slight
1692,Slight
1693,Assistance
1694,Assistance
1695,Slight
1696,Assistance
1697,Slight
1698,Slight
1699,Slight
1700,Slight
1701,Slight
1702,Slight
1703,Slight
1704,Slight
1705,Assistance
1706,Slight
1707,Slight
1708,Slight
1709,Assistance
1710,Slight
1711,Assistance
1712,Slight
1713,Assistance
1714,Slight
1715,Slight
1716,Slight
1717,Slight
1718,Slight
1719,Assistance
1720,Assistance
1721,Slight
1722,Assistance
1723,Slight
1724,Slight
1725,Slight
1726,Slight
1727,Slight
1728,Slight
1729,Assistance
1730,Slight
1731,Slight
1732,Assistance
1733,Slight
1734,Slight
1735,Assistance
1736,Assistance
1737,Assistance
1738,Slight
1739,Slight
1740,Slight
1741,Assistance
1742,Assistance
1743,Slight
1744,Slight
1745,Slight
1746,Assistance
1747,Slight
1748,Assistance
1749,Slight
1750,Assistance
1751,Assistance
1752,Assistance
1753,Assistance
1754,Assistance
1755,Slight
1756,Assistance
1757,Slight
1758,Slight
1759,Assistance
1760,Slight
1761,Assistance
1762,Assistance
1763,Slight
1764,Slight
1765,Assistance
1766,Slight
1767,Slight
1768,Slight
1769,Slight
1770,Slight
1771,Slight
1772,Slight
1773,Assistance
1774,Assistance
1775,Slight
1776,Assistance
1777,Assistance
1778,Assistance
1779,Slight
1780,Slight
1781,Assistance
1782,Slight
1783,Slight
1784,Slight
1785,Slight
1786,Slight
1787,Assistance
1788,Slight
1789,Slight
1790,Assistance
1791,Assistance
1792,Slight
1793,Slight
1794,Slight
1795,Assistance
1796,Slight
1797,Slight
1798,Slight
1799,Assistance
1800,Assistance
1801,Slight
1802,Slight
1803,Slight
1804,Slight
1805,Slight
1806,Slight
1807,Assistance
1808,Slight
1809,Assistance
1810,Assistance
1811,Assistance
1812,Assistance
1813,Slight
1814,Slight
1815,Slight
1816,Assistance
1817,Slight
1818,Slight
1819,Assistance
1820,Slight
1821,Slight
1822,Assistance
1823,Assistance
1824,Slight
1825,Slight
1826,Assistance
1827,Slight
1828,Slight
1829,Assistance
1830,Slight
1831,Assistance
1832,Assistance
1833,Assistance
1834,Assistance
1835,Slight
1836,Slight
1837,Slight
1838,Slight
1839,Assistance
1840,Slight
1841,Assistance
1842,Slight
1843,Slight
1844,Assistance
1845,Slight
1846,Slight
1847,Slight
1848,Assistance
1849,Slight
1850,Slight
1851,Slight
1852,Assistance
1853,Slight
1854,Slight
1855,Slight
1856,Slight
1857,Slight
1858,Assistance
1859,Slight
1860,Assistance
1861,Assistance
1862,Slight
1863,Assistance
1864,Assistance
1865,Slight
1866,Assistance
1867,Slight
1868,Assistance
1869,Assistance
1870,Assistance
1871,Slight
1872,Slight
1873,Slight
1874,Slight
1875,Assistance
1876,Assistance
1877,Slight
1878,Slight
1879,Slight
1880,Assistance
1881,Slight
1882,Assistance
1883,Slight
1884,Slight
1885,Assistance
1886,Assistance
1887,Slight
1888,Assistance
1889,Assistance
1890,Assistance
1891,Slight
1892,Slight
1893,Assistance
1894,Assistance
1895,Slight
1896,Slight
1897,Assistance
1898,Assistance
1899,Assistance
1900,Slight
1901,Assistance
1902,Slight
1903,Slight
1904,Assistance
1905,Slight
1906,Assistance
1907,Slight
1908,Slight
1909,Assistance
1910,Assistance
1911,Assistance
1912,Slight
1913,Assistance
1914,Slight
1915,Assistance
1916,Slight
1917,Assistance
1918,Assistance
1919,Slight
1920,Assistance
1921,Slight
1922,Slight
1923,Slight
1924,Slight
1925,Slight
1926,Slight
1927,Assistance
1928,Assistance
1929,Slight
1930,Assistance
1931,Assistance
1932,Slight
1933,Slight
1934,Slight
1935,Assistance
1936,Slight
1937,Slight
1938,Assistance
1939,Assistance
1940,Slight
1941,Assistance
1942,Slight
1943,Slight
1944,Assistance
1945,Slight
1946,Slight
1947,Assistance
1948,Assistance
1949,Assistance
1950,Slight
1951,Assistance
1952,Assistance
1953,Assistance
1954,Slight
1955,Assistance
1956,Assistance
1957,Assistance
1958,Slight
1959,Slight
1960,Slight
1961,Assistance
1962,Slight
1963,Slight
1964,Assistance
1965,Assistance
1966,Slight
1967,Assistance
1968,Slight
1969,Assistance
1970,Slight
1971,Slight
1972,Slight
1973,Assistance
1974,Slight
1975,Slight
1976,Slight
1977,Assistance
1978,Assistance
1979,Assistance
1980,Assistance
1981,Assistance
1982,Slight
1983,Assistance
1984,Slight
1985,Assistance
1986,Slight
1987,Assistance
1988,Assistance
1989,Slight
1990,Slight
1991,Assistance
1992,Slight
1993,Assistance
1994,Assistance
1995,Slight
1996,Assistance
1997,Assistance
1998,Slight
1999,Slight
2000,Assistance
2001,Slight
2002,Assistance
2003,Assistance
2004,Assistance
2005,Slight
2006,Slight
2007,Slight
