,Casualty Severity
181,Slight
14581,Slight
13457,Slight
397,Slight
10572,Slight
3770,Slight
5874,Slight
2145,Slight
5680,Slight
15302,Slight
6790,Slight
15940,Slight
8115,Slight
9803,Slight
6010,Slight
9765,Slight
8922,Slight
5994,Slight
5518,Slight
5260,Slight
8135,Slight
13960,Slight
6865,Slight
5518,Slight
6441,Slight
4150,Slight
249,Slight
3441,Slight
14382,Slight
11312,Slight
16318,Slight
9793,Slight
15392,Slight
12480,Slight
1372,Slight
15587,Slight
10469,Slight
14064,Slight
17150,Slight
9800,Slight
608,Slight
4083,Slight
4423,Slight
4146,Slight
1281,Slight
5324,Slight
8785,Slight
11312,Slight
6869,Slight
6347,Slight
9243,Slight
12376,Slight
13585,Slight
5136,Slight
3754,Slight
12332,Slight
13692,Slight
8046,Slight
5287,Slight
18209,Slight
13960,Slight
9263,Slight
16021,Slight
7238,Slight
1575,Slight
13434,Slight
14924,Slight
1122,Slight
2941,Slight
14237,Slight
4565,Slight
5511,Slight
10635,Slight
13163,Slight
6141,Slight
10370,Slight
3770,Slight
1259,Slight
268,Slight
7288,Slight
13332,Slight
16865,Slight
5180,Slight
6240,Slight
5610,Slight
5109,Slight
181,Slight
12097,Slight
14590,Slight
6441,Slight
13125,Slight
14832,Slight
6209,Slight
6150,Slight
15589,Slight
8379,Slight
5730,Slight
10758,Slight
9462,Slight
16391,Slight
7865,Slight
14856,Slight
5599,Slight
435,Slight
10311,Slight
14447,Slight
13879,Slight
15102,Slight
12320,Slight
4197,Slight
1508,Slight
15154,Slight
1810,Slight
6844,Slight
3153,Slight
14831,Slight
16185,Slight
16660,Slight
11699,Slight
12590,Slight
9694,Slight
10023,Slight
6870,Slight
9335,Slight
14203,Slight
5103,Slight
12376,Slight
11301,Slight
4977,Slight
7443,Slight
2077,Slight
3690,Slight
2982,Slight
14591,Slight
250,Slight
3607,Slight
8542,Slight
11793,Slight
4095,Slight
17406,Slight
4910,Slight
13915,Slight
3488,Slight
9972,Slight
2885,Slight
10841,Slight
14681,Slight
4147,Slight
14064,Slight
6676,Slight
3510,Slight
3432,Slight
5840,Slight
5108,Slight
3900,Slight
13453,Slight
11290,Slight
13688,Slight
13481,Slight
13696,Slight
12741,Slight
14234,Slight
15731,Slight
16185,Slight
6446,Slight
8903,Slight
11737,Slight
5767,Slight
5337,Slight
5259,Slight
11369,Slight
7225,Slight
13873,Slight
9311,Slight
5260,Slight
13571,Slight
4315,Slight
7291,Slight
11071,Slight
10839,Slight
14192,Slight
1867,Slight
3770,Slight
3807,Slight
15913,Slight
14806,Slight
433,Slight
584,Slight
16237,Slight
13736,Slight
3953,Slight
12232,Slight
5137,Slight
3792,Slight
1454,Slight
6310,Slight
13750,Slight
13865,Slight
4327,Slight
6564,Slight
10372,Slight
13707,Slight
1720,Slight
10120,Slight
10484,Slight
2066,Slight
5926,Slight
3197,Slight
13864,Slight
7287,Slight
6208,Slight
8774,Slight
9104,Slight
8313,Slight
3607,Slight
8779,Slight
3341,Slight
182,Slight
13770,Slight
3433,Slight
7284,Slight
8874,Slight
2151,Slight
16318,Slight
12988,Slight
13481,Slight
3001,Slight
8779,Slight
6700,Slight
8368,Slight
16391,Slight
17416,Slight
17048,Slight
10499,Slight
14604,Slight
15958,Slight
3225,Slight
17416,Slight
4431,Slight
9464,Slight
6407,Slight
13298,Slight
6787,Slight
10419,Slight
928,Slight
6208,Slight
9352,Slight
10154,Slight
14404,Slight
16501,Slight
7877,Slight
4197,Slight
6041,Slight
6910,Slight
11823,Slight
18209,Slight
7326,Slight
3719,Slight
7640,Slight
8535,Slight
4222,Slight
6010,Slight
2398,Slight
3606,Slight
12618,Slight
5505,Slight
1868,Slight
11314,Slight
9016,Slight
8115,Slight
3040,Slight
1882,Slight
2987,Slight
7179,Slight
15420,Slight
4897,Slight
14838,Slight
5569,Slight
13874,Slight
12096,Slight
10271,Slight
14147,Slight
9041,Slight
10311,Slight
278,Slight
11880,Slight
15062,Slight
11150,Slight
17251,Slight
16551,Slight
7581,Slight
888,Slight
13457,Slight
584,Slight
5045,Slight
14833,Slight
3294,Slight
6102,Slight
11298,Slight
14838,Slight
13582,Slight
7035,Slight
3294,Slight
5874,Slight
16934,Slight
14581,Slight
14387,Slight
14196,Slight
14590,Slight
7810,Slight
17251,Slight
1991,Slight
278,Slight
6524,Slight
8368,Slight
887,Slight
16136,Slight
12056,Slight
14293,Slight
12447,Slight
4534,Slight
3490,Slight
7071,Slight
6436,Slight
16185,Slight
15453,Slight
5974,Slight
5698,Slight
2173,Slight
3436,Slight
9914,Slight
3720,Slight
12631,Slight
13154,Slight
13434,Slight
335,Slight
7041,Slight
7600,Slight
16160,Slight
10065,Slight
12720,Slight
3640,Slight
6843,Slight
4010,Slight
14554,Slight
3950,Slight
13173,Slight
7025,Slight
15881,Slight
14279,Slight
4409,Slight
8874,Slight
8977,Slight
5845,Slight
4911,Slight
13511,Slight
8115,Slight
5136,Slight
1928,Slight
5845,Slight
6777,Slight
1454,Slight
8826,Slight
3054,Slight
9252,Slight
5975,Slight
9268,Slight
13988,Slight
190,Slight
1053,Slight
5975,Slight
3057,Slight
15589,Slight
8659,Slight
2098,Slight
14196,Slight
7897,Slight
477,Slight
1530,Slight
16022,Slight
5114,Slight
9351,Slight
4223,Slight
7892,Slight
17148,Slight
7444,Slight
13736,Slight
16641,Slight
8046,Slight
4326,Slight
4083,Slight
3430,Slight
17150,Slight
14878,Slight
7600,Slight
8857,Slight
14760,Slight
14270,Slight
12445,Slight
11783,Slight
13585,Slight
14628,Slight
1508,Slight
3433,Slight
8313,Slight
14555,Slight
435,Slight
12150,Slight
13744,Slight
16748,Slight
332,Slight
8526,Slight
4980,Slight
17391,Slight
11300,Slight
15691,Slight
9887,Slight
12334,Slight
17120,Slight
8786,Slight
7248,Slight
5317,Slight
13881,Slight
15302,Slight
14377,Slight
14,Slight
15494,Slight
11109,Slight
4608,Slight
3432,Slight
6054,Slight
8201,Slight
14746,Slight
10607,Slight
14382,Slight
17068,Slight
2077,Slight
3432,Slight
5045,Slight
10454,Slight
11072,Slight
1914,Slight
11368,Slight
17148,Slight
7684,Slight
6283,Slight
2239,Slight
3269,Slight
8757,Slight
7284,Slight
14412,Slight
9735,Slight
4977,Slight
11408,Slight
17064,Slight
7294,Slight
5926,Slight
228,Slight
7291,Slight
9944,Slight
15587,Slight
7288,Slight
17416,Slight
9972,Slight
10753,Slight
7953,Slight
10484,Slight
16865,Slight
6969,Slight
4197,Slight
15587,Slight
13156,Slight
12022,Slight
7296,Slight
8672,Slight
10469,Slight
1576,Slight
8903,Slight
5526,Slight
1281,Slight
13445,Slight
3793,Slight
4462,Slight
5731,Slight
16148,Slight
16047,Slight
16675,Slight
6381,Slight
11905,Slight
12742,Slight
2487,Slight
2593,Slight
12659,Slight
13452,Slight
3001,Slight
7600,Slight
4885,Slight
4149,Slight
10270,Slight
12335,Slight
336,Slight
4444,Slight
13167,Slight
5816,Slight
14064,Slight
16890,Slight
8368,Slight
3062,Slight
9962,Slight
10754,Slight
5600,Slight
3039,Slight
13373,Slight
10065,Slight
3430,Slight
7470,Slight
9252,Slight
12301,Slight
10572,Slight
8380,Slight
11743,Slight
2150,Slight
6306,Slight
7294,Slight
16294,Slight
16934,Slight
13367,Slight
1690,Slight
433,Slight
7470,Slight
11312,Slight
12926,Slight
14044,Slight
9962,Slight
8672,Slight
15494,Slight
3856,Slight
5044,Slight
12159,Slight
4994,Slight
10588,Slight
4198,Slight
10360,Slight
10841,Slight
11528,Slight
2398,Slight
13885,Slight
17120,Slight
5810,Slight
15494,Slight
11318,Slight
11313,Slight
16391,Slight
17571,Slight
4910,Slight
14237,Slight
15666,Slight
3770,Slight
13946,Slight
458,Slight
12335,Slight
3430,Slight
7302,Slight
5292,Slight
1995,Slight
4668,Slight
15300,Slight
16935,Slight
12588,Slight
15799,Slight
4080,Slight
12838,Slight
15102,Slight
3753,Slight
11368,Slight
14591,Slight
1122,Slight
10540,Slight
6865,Slight
11073,Slight
14193,Slight
8322,Slight
9804,Slight
15357,Slight
16066,Slight
15389,Slight
11818,Slight
12507,Slight
4911,Slight
16501,Slight
7047,Slight
16313,Slight
14271,Slight
4979,Slight
13875,Slight
3620,Slight
12057,Slight
13595,Slight
5259,Slight
7289,Slight
11052,Slight
5323,Slight
16634,Slight
15958,Slight
1690,Slight
4148,Slight
1259,Slight
15275,Slight
8826,Slight
4535,Slight
15452,Slight
6082,Slight
8856,Slight
14557,Slight
4994,Slight
182,Slight
11071,Slight
1690,Slight
14555,Slight
9335,Slight
7684,Slight
9714,Slight
2150,Slight
8786,Slight
5106,Slight
5194,Slight
13582,Slight
9262,Slight
6873,Slight
3205,Slight
7249,Slight
7294,Slight
3024,Slight
6969,Slight
8828,Slight
5120,Slight
14065,Slight
14436,Slight
13446,Slight
9243,Slight
1121,Slight
1509,Slight
16318,Slight
4444,Slight
10564,Slight
5114,Slight
13744,Slight
12044,Slight
13696,Slight
2317,Slight
1559,Slight
11311,Slight
6,Slight
6441,Slight
15907,Slight
14717,Slight
13725,Slight
3640,Slight
336,Slight
5845,Slight
5423,Slight
13990,Slight
9348,Slight
1912,Slight
7875,Slight
5806,Slight
9531,Slight
13922,Slight
13373,Slight
11905,Slight
8784,Slight
13571,Slight
690,Slight
14753,Slight
4700,Slight
17172,Slight
17493,Slight
3196,Slight
13770,Slight
17391,Slight
10636,Slight
182,Slight
13373,Slight
7299,Slight
11743,Slight
13198,Slight
3689,Slight
11073,Slight
3431,Slight
13886,Slight
13367,Slight
2460,Slight
851,Slight
9888,Slight
14063,Slight
15328,Slight
612,Slight
8611,Slight
11735,Slight
3770,Slight
11313,Slight
15947,Slight
3349,Slight
7025,Slight
12780,Slight
15357,Slight
8047,Slight
6443,Slight
12334,Slight
4977,Slight
5705,Slight
8535,Slight
4080,Slight
8786,Slight
10489,Slight
8903,Slight
1872,Slight
14753,Slight
9713,Slight
15155,Slight
11711,Slight
11300,Slight
11369,Slight
4443,Slight
4095,Slight
16185,Slight
7443,Slight
13743,Slight
2145,Slight
11293,Slight
7891,Slight
9237,Slight
5433,Assistance
14774,Assistance
15099,Assistance
9163,Assistance
1692,Assistance
5358,Assistance
4417,Assistance
6690,Assistance
17734,Assistance
6360,Assistance
10953,Assistance
13033,Assistance
3830,Assistance
16699,Assistance
6037,Assistance
4245,Assistance
5069,Assistance
12689,Assistance
8404,Assistance
11687,Assistance
874,Assistance
17121,Assistance
13045,Assistance
9168,Assistance
10770,Assistance
2628,Assistance
3820,Assistance
10179,Assistance
13050,Assistance
14215,Assistance
1805,Assistance
10196,Assistance
6986,Assistance
7872,Assistance
3567,Assistance
875,Assistance
15618,Assistance
16100,Assistance
2042,Assistance
7176,Assistance
873,Assistance
12626,Assistance
990,Assistance
1217,Assistance
16372,Assistance
679,Assistance
10196,Assistance
16843,Assistance
10817,Assistance
1514,Assistance
6460,Assistance
3846,Assistance
3401,Assistance
5018,Assistance
16151,Assistance
6888,Assistance
9329,Assistance
13097,Assistance
17158,Assistance
13436,Assistance
7177,Assistance
13155,Assistance
563,Assistance
1233,Assistance
4863,Assistance
8345,Assistance
990,Assistance
1376,Assistance
10199,Assistance
8829,Assistance
17167,Assistance
7374,Assistance
10817,Assistance
13399,Assistance
9528,Assistance
7223,Assistance
9269,Assistance
3549,Assistance
2833,Assistance
13050,Assistance
1246,Assistance
15114,Assistance
10196,Assistance
541,Assistance
14830,Assistance
15890,Assistance
11689,Assistance
3885,Assistance
769,Assistance
14749,Assistance
2425,Assistance
1071,Assistance
13044,Assistance
8658,Assistance
12847,Assistance
2042,Assistance
5432,Assistance
13203,Assistance
15588,Assistance
12626,Assistance
17648,Assistance
4245,Assistance
2988,Assistance
7117,Assistance
6424,Assistance
5356,Assistance
4196,Assistance
14599,Assistance
18125,Assistance
17637,Assistance
751,Assistance
7821,Assistance
16700,Assistance
14139,Assistance
2594,Assistance
6520,Assistance
6359,Assistance
17452,Assistance
17000,Assistance
16355,Assistance
8875,Assistance
10186,Assistance
7805,Assistance
7847,Assistance
10769,Assistance
12627,Assistance
3808,Assistance
5068,Assistance
4196,Assistance
16151,Assistance
13827,Assistance
17421,Assistance
6748,Assistance
6837,Assistance
16009,Assistance
9184,Assistance
7823,Assistance
17649,Assistance
3829,Assistance
1245,Assistance
3788,Assistance
8644,Assistance
3549,Assistance
17050,Assistance
9187,Assistance
10817,Assistance
12747,Assistance
9187,Assistance
2272,Assistance
3901,Assistance
6085,Assistance
2642,Assistance
3820,Assistance
16815,Assistance
13364,Assistance
7802,Assistance
13269,Assistance
6690,Assistance
3848,Assistance
4621,Assistance
1030,Assistance
7116,Assistance
13051,Assistance
1245,Assistance
1246,Assistance
8132,Assistance
13170,Assistance
5068,Assistance
2627,Assistance
1805,Assistance
10187,Assistance
10199,Assistance
11030,Assistance
13989,Assistance
3755,Assistance
8404,Assistance
13429,Assistance
13155,Assistance
7176,Assistance
3548,Assistance
15118,Assistance
7169,Assistance
2627,Assistance
17896,Assistance
3129,Assistance
10231,Assistance
3756,Assistance
15889,Assistance
13429,Assistance
16815,Assistance
16371,Assistance
6968,Assistance
7608,Assistance
16470,Assistance
6382,Assistance
6227,Assistance
2833,Assistance
541,Assistance
12625,Assistance
16470,Assistance
1380,Assistance
4881,Assistance
15525,Assistance
2594,Assistance
2368,Assistance
8346,Assistance
16370,Assistance
17163,Assistance
14611,Assistance
10817,Assistance
2531,Assistance
9211,Assistance
5000,Assistance
14139,Assistance
9211,Assistance
14748,Assistance
5357,Assistance
10250,Assistance
13441,Assistance
9170,Assistance
2529,Assistance
3635,Assistance
1380,Assistance
7374,Assistance
16369,Assistance
16372,Assistance
16885,Assistance
4259,Assistance
563,Assistance
8645,Assistance
2531,Assistance
10195,Assistance
9689,Assistance
8644,Assistance
16151,Assistance
11407,Assistance
6277,Assistance
11265,Assistance
16999,Assistance
8133,Assistance
17044,Assistance
16750,Assistance
870,Assistance
13440,Assistance
11360,Assistance
8126,Assistance
9688,Assistance
2884,Assistance
1622,Assistance
761,Assistance
8132,Assistance
7224,Assistance
11295,Assistance
10217,Assistance
10186,Assistance
10262,Assistance
14830,Assistance
7798,Assistance
12624,Assistance
11030,Assistance
8343,Assistance
12463,Assistance
10959,Assistance
6165,Assistance
10263,Assistance
10175,Assistance
12627,Assistance
16038,Assistance
8832,Assistance
6359,Assistance
9195,Assistance
1492,Assistance
17791,Assistance
18072,Assistance
14599,Assistance
8093,Assistance
831,Assistance
9453,Assistance
1215,Assistance
386,Assistance
13051,Assistance
5021,Assistance
1245,Assistance
8452,Assistance
5268,Assistance
1806,Assistance
11295,Assistance
3725,Assistance
15543,Assistance
3566,Assistance
9211,Assistance
10959,Assistance
5018,Assistance
10272,Assistance
4456,Assistance
2981,Assistance
15592,Assistance
13439,Assistance
18316,Assistance
7224,Assistance
12624,Assistance
16371,Assistance
5612,Assistance
15618,Assistance
4683,Assistance
17166,Assistance
16614,Assistance
6413,Assistance
3548,Assistance
3783,Assistance
13439,Assistance
3566,Assistance
3668,Assistance
12689,Assistance
4232,Assistance
7798,Assistance
4456,Assistance
7224,Assistance
2628,Assistance
7798,Assistance
5433,Assistance
13989,Assistance
6968,Assistance
4881,Assistance
17292,Assistance
1618,Assistance
3566,Assistance
2858,Assistance
6521,Assistance
15196,Assistance
17158,Assistance
7829,Assistance
800,Assistance
386,Assistance
2494,Assistance
10195,Assistance
16371,Assistance
11229,Assistance
17292,Assistance
10837,Assistance
13050,Assistance
4884,Assistance
4456,Assistance
8413,Assistance
6389,Assistance
12433,Assistance
8343,Assistance
1619,Assistance
1491,Assistance
3783,Assistance
9170,Assistance
3755,Assistance
2642,Assistance
5290,Assistance
6139,Assistance
17065,Assistance
1216,Assistance
1806,Assistance
10217,Assistance
6521,Assistance
6359,Assistance
5145,Assistance
831,Assistance
8772,Assistance
15633,Assistance
872,Assistance
800,Assistance
622,Assistance
135,Assistance
6625,Assistance
3885,Assistance
13155,Assistance
17437,Assistance
6408,Assistance
18115,Assistance
8039,Assistance
5359,Assistance
8643,Assistance
2858,Assistance
9187,Assistance
7846,Assistance
3129,Assistance
871,Assistance
17044,Assistance
2425,Assistance
2531,Assistance
17574,Assistance
871,Assistance
12315,Assistance
16053,Assistance
1691,Assistance
13868,Assistance
4882,Assistance
10060,Assistance
8771,Assistance
17549,Assistance
9168,Assistance
5880,Assistance
8094,Assistance
2534,Assistance
2857,Assistance
10272,Assistance
15211,Assistance
7169,Assistance
7872,Assistance
11687,Assistance
1491,Assistance
2198,Assistance
11295,Assistance
10959,Assistance
6974,Assistance
10769,Assistance
3848,Assistance
9529,Assistance
16355,Assistance
16471,Assistance
1041,Assistance
4634,Assistance
5881,Assistance
1246,Assistance
16614,Assistance
12433,Assistance
5000,Assistance
10217,Assistance
870,Assistance
1806,Assistance
7608,Assistance
3548,Assistance
9269,Assistance
13269,Assistance
12427,Assistance
4322,Assistance
7805,Assistance
1214,Assistance
2527,Assistance
16615,Assistance
5069,Assistance
13019,Assistance
13155,Assistance
14749,Assistance
1701,Assistance
1515,Assistance
8875,Assistance
1630,Assistance
16470,Assistance
6413,Assistance
13032,Assistance
2203,Assistance
9160,Assistance
2494,Assistance
8126,Assistance
16009,Assistance
16772,Assistance
16151,Assistance
2536,Assistance
11406,Assistance
7223,Assistance
11230,Assistance
10175,Assistance
7798,Assistance
14724,Assistance
1805,Assistance
11297,Assistance
10199,Assistance
13892,Assistance
793,Assistance
10953,Assistance
6749,Assistance
13051,Assistance
2535,Assistance
135,Assistance
17438,Assistance
17989,Assistance
11656,Assistance
17065,Assistance
10178,Assistance
8344,Assistance
11407,Assistance
10254,Assistance
16372,Assistance
7174,Assistance
12487,Assistance
6625,Assistance
6545,Assistance
13033,Assistance
8657,Assistance
875,Assistance
145,Assistance
15543,Assistance
11406,Assistance
13203,Assistance
15113,Assistance
2534,Assistance
16471,Assistance
8413,Assistance
7006,Assistance
6992,Assistance
3782,Assistance
8452,Assistance
10524,Assistance
5038,Assistance
9195,Assistance
13168,Assistance
13399,Assistance
8039,Assistance
2288,Assistance
11315,Assistance
7006,Assistance
7607,Assistance
386,Assistance
8643,Assistance
4186,Assistance
16999,Assistance
3755,Assistance
8746,Assistance
10195,Assistance
6409,Assistance
5881,Assistance
13989,Assistance
3566,Assistance
6086,Assistance
2988,Assistance
7802,Assistance
3538,Assistance
12627,Assistance
10059,Assistance
7844,Assistance
2527,Assistance
5069,Assistance
18072,Assistance
12411,Assistance
13584,Assistance
16295,Assistance
1210,Assistance
3486,Assistance
15544,Assistance
8268,Assistance
16843,Assistance
16295,Assistance
2288,Assistance
2594,Assistance
12583,Assistance
17648,Assistance
6975,Assistance
7855,Assistance
872,Assistance
2071,Assistance
11280,Assistance
1630,Assistance
14139,Assistance
1380,Assistance
15118,Assistance
16886,Assistance
13019,Assistance
10194,Assistance
2529,Assistance
9453,Assistance
3830,Assistance
8539,Assistance
4620,Assistance
8771,Assistance
1375,Assistance
11034,Assistance
6038,Assistance
2980,Assistance
16694,Assistance
13440,Assistance
5880,Assistance
15114,Assistance
6625,Assistance
7607,Assistance
12433,Assistance
16815,Assistance
1217,Assistance
9163,Assistance
7729,Assistance
9152,Assistance
5058,Assistance
13779,Assistance
2535,Assistance
12462,Assistance
16886,Assistance
14680,Assistance
6624,Assistance
5880,Assistance
3885,Assistance
3739,Assistance
12639,Assistance
4620,Assistance
1233,Assistance
16816,Assistance
17421,Assistance
6415,Assistance
17423,Assistance
2529,Assistance
12411,Assistance
13437,Assistance
11297,Assistance
13033,Assistance
16449,Assistance
9329,Assistance
145,Assistance
622,Assistance
8832,Assistance
7006,Assistance
16370,Assistance
6888,Assistance
4864,Assistance
10199,Assistance
6459,Assistance
6827,Assistance
15618,Assistance
387,Assistance
10174,Assistance
16885,Assistance
6414,Assistance
13269,Assistance
4417,Assistance
8125,Assistance
16617,Assistance
3782,Assistance
7259,Assistance
2833,Assistance
13690,Assistance
11407,Assistance
8645,Assistance
6975,Assistance
16369,Assistance
6749,Assistance
11286,Assistance
39,Assistance
7507,Assistance
6521,Assistance
17045,Assistance
17423,Assistance
14215,Assistance
8344,Assistance
13583,Assistance
16617,Assistance
3756,Assistance
9270,Assistance
15114,Assistance
1455,Assistance
1215,Assistance
4685,Assistance
7608,Assistance
1030,Assistance
13877,Assistance
3808,Assistance
6624,Assistance
16689,Assistance
12625,Assistance
10837,Assistance
16615,Assistance
8829,Assistance
8645,Assistance
9184,Assistance
622,Assistance
15617,Assistance
8133,Assistance
12626,Assistance
1210,Assistance
16053,Assistance
5246,Assistance
6382,Assistance
2884,Assistance
2198,Assistance
3634,Assistance
8452,Assistance
12462,Assistance
2531,Assistance
4864,Assistance
5268,Assistance
5000,Assistance
873,Assistance
6085,Assistance
3901,Assistance
13044,Assistance
3567,Assistance
4142,Assistance
9184,Assistance
4232,Assistance
9194,Assistance
16792,Assistance
10262,Assistance
10901,Assistance
16093,Assistance
16370,Assistance
9528,Assistance
4033,Assistance
7829,Assistance
13958,Assistance
1071,Assistance
2071,Assistance
6545,Assistance
15544,Assistance
3829,Assistance
5612,Assistance
793,Assistance
3808,Assistance
6159,Assistance
12432,Assistance
7223,Assistance
3664,Assistance
5357,Assistance
3787,Assistance
5145,Assistance
5358,Assistance
8658,Assistance
16793,Assistance
3567,Assistance
17158,Assistance
6620,Assistance
10231,Assistance
6359,Assistance
7822,Assistance
15617,Assistance
8539,Assistance
11656,Assistance
6521,Assistance
9688,Assistance
3538,Assistance
7829,Assistance
13868,Assistance
13032,Assistance
2344,Assistance
4884,Assistance
16372,Assistance
13877,Assistance
13827,Assistance
7117,Assistance
7872,Assistance
13779,Assistance
10953,Assistance
7811,Assistance
15524,Assistance
7822,Assistance
10059,Assistance
14708,Assistance
5021,Assistance
4685,Assistance
15617,Assistance
4621,Assistance
3457,Assistance
16093,Assistance
5068,Assistance
15114,Assistance
1041,Assistance
12427,Assistance
16816,Assistance
8345,Assistance
10194,Assistance
4685,Assistance
8772,Assistance
11656,Assistance
13051,Assistance
9270,Assistance
7608,Assistance
5058,Assistance
11285,Assistance
5612,Assistance
11285,Assistance
1805,Assistance
16355,Assistance
8470,Assistance
7507,Assistance
9212,Assistance
3781,Assistance
8121,Assistance
11656,Assistance
3634,Assistance
5880,Assistance
4186,Assistance
2529,Assistance
10959,Assistance
9160,Assistance
5290,Assistance
12432,Assistance
13989,Assistance
5432,Assistance
2988,Assistance
6414,Assistance
13583,Assistance
13437,Assistance
10250,Assistance
12462,Assistance
16773,Assistance
3486,Assistance
8346,Assistance
17045,Assistance
18115,Assistance
3788,Assistance
13868,Assistance
15889,Assistance
10193,Assistance
8657,Assistance
16689,Assistance
5037,Assistance
1492,Assistance
6277,Assistance
5069,Assistance
16370,Assistance
17163,Assistance
12689,Assistance
6388,Assistance
793,Assistance
6748,Assistance
15890,Assistance
1380,Assistance
12463,Assistance
3549,Assistance
9184,Assistance
622,Assistance
6037,Assistance
10060,Assistance
4321,Assistance
11267,Assistance
16008,Assistance
18057,Assistance
9212,Assistance
12747,Assistance
5268,Assistance
9212,Assistance
6520,Assistance
13876,Assistance
1630,Assistance
10179,Assistance
1214,Assistance
7224,Assistance
8125,Assistance
10263,Assistance
16617,Assistance
10060,Assistance
16369,Assistance
13454,Assistance
3549,Assistance
12627,Assistance
12462,Assistance
15113,Assistance
17158,Assistance
11280,Assistance
6557,Assistance
387,Assistance
4882,Assistance
14675,Assistance
4863,Assistance
12639,Assistance
387,Assistance
16319,Assistance
6277,Assistance
13436,Assistance
6986,Assistance
17290,Assistance
2248,Assistance
17931,Assistance
7116,Assistance
14611,Assistance
14775,Assistance
16815,Assistance
12488,Assistance
2368,Assistance
5344,Assistance
10195,Assistance
6557,Assistance
16008,Assistance
6624,Assistance
6415,Assistance
5068,Assistance
15617,Assistance
6459,Assistance
7802,Assistance
3130,Assistance
7873,Assistance
7847,Assistance
16369,Assistance
16700,Assistance
3665,Assistance
9688,Assistance
12315,Assistance
